ue_idx,pl,snr_ul,snr_dl,c_ae,c_ue,c_bs,ue_beams,bs_beams,unique_ue_beams,n_eff_ue_beams,unique_bs_beams,n_eff_bs_beams,rho_azi,rho_zen,rho_2d_euc
12,-78.6,25.4,44.4,38.32,33.23,44.96,"[12, 4, 12, 4]","[63, 57, 63, 57, 63, 63, 63, 63, 63, 63, 15, 57, 57, 63, 63, 63, 63, 57, 15, 40, 57, 57, 63, 63, 57, 57, 15, 57, 63, 15, 63, 57, 15, 63, 63, 63, 40, 63, 40, 40, 15, 63, 15, 57, 15, 57, 63, 57, 63, 57, 57, 40, 15, 40, 63, 63, 57, 63, 40, 40, 15, 57, 63, 63]",2,2.0,4,3.220125786163522,1.7038223325193025,11.357344317483841,3.3699340802487154
13,-80.6,23.4,42.4,35.6,29.72,42.09,"[3, 5, 11, 5]","[63, 57, 63, 63, 57, 57, 57, 57, 63, 57, 63, 63, 63, 63, 57, 57, 63, 57, 63, 63, 63, 63, 63, 57, 63, 57, 63, 63, 63, 63, 63, 57, 63, 63, 63, 63, 63, 57, 57, 63, 57, 55, 63, 57, 55, 63, 63, 57, 55, 57, 63, 57, 55, 63, 63, 63, 6, 55, 63, 57, 55, 55, 6, 63]",3,2.6666666666666665,4,2.441001191895113,1.299488425700374,9.850224141396296,2.576651368845373
14,-82.7,21.3,40.3,34.96,29.79,42.4,"[15, 4, 15, 15]","[63, 63, 57, 63, 63, 63, 63, 63, 57, 57, 57, 63, 63, 63, 63, 63, 63, 57, 57, 63, 63, 63, 63, 57, 63, 59, 57, 59, 63, 63, 63, 63, 63, 57, 59, 59, 57, 61, 57, 63, 61, 63, 61, 57, 63, 61, 57, 63, 63, 63, 57, 57, 59, 61, 61, 63, 57, 59, 63, 57, 59, 63, 59, 63]",2,1.6,4,2.7713125845737485,1.2024882679318907,8.952555538875547,2.3835712953746206
15,-84.8,19.2,38.2,25.38,21.4,36.6,"[3, 8, 3, 3]","[63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 53, 63, 63, 63, 63, 63, 53, 59, 53, 63, 57, 57, 63, 63, 63, 63, 63, 53, 53, 57, 57, 57, 63, 59, 63, 59, 63, 53, 57, 63, 59, 57, 59, 53, 63, 57, 53, 57]",2,1.6,4,2.1178903826266806,1.497958762561785,5.354940245697038,2.8851599722130774
16,-83.9,20.1,39.1,27.12,24.19,36.98,"[15, 7, 15, 15]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54, 0, 48, 0, 48, 54, 48, 39, 0, 0, 39, 0, 48, 0, 48, 0, 0, 48, 54, 39, 48, 48, 0, 39, 54, 54, 0, 39, 39, 48, 48, 39, 48]",2,1.6,4,2.113519091847265,2.919776812213074,6.383723655712168,5.310452055754165
17,-85.8,18.2,37.2,42.12,38.57,53.29,"[12, 5, 12, 5]","[56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 62, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 47, 56, 56, 62, 56]",2,2.0,3,1.099302200751476,0.9970748434250782,4.918397890181615,1.9543943346977586
18,-90.4,13.6,32.6,45.97,39.55,55.88,"[3, 8, 1, 1]","[48, 48, 16, 48, 48, 48, 48, 16, 48, 48, 48, 48, 48, 16, 16, 16, 48, 48, 48, 48, 48, 48, 16, 16, 48, 48, 48, 48, 48, 48, 48, 16, 48, 48, 48, 48, 48, 48, 48, 16, 48, 48, 48, 48, 48, 48, 16, 16, 48, 48, 48, 48, 48, 48, 16, 16, 48, 48, 48, 16, 48, 48, 16, 16]",3,2.6666666666666665,2,1.6,1.490366898599147,8.336086697006017,2.9342080584061767
26,-154.8,-50.8,-31.8,0.16,0.16,1.61,"[9, 9, 9, 9]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1,1.0,1,1.0,0.41970145633870515,2.4282429180364637,0.827138768025948
27,-154.9,-50.9,-31.9,0.16,0.08,1.43,"[8, 8, 8, 8]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]",1,1.0,1,1.0,0.427727342128363,2.960364168428787,0.8466629353379924
28,-154.4,-50.4,-31.4,0.18,0.1,1.51,"[10, 10, 10, 10]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]",1,1.0,1,1.0,0.15412940667938382,1.4566832987454406,0.3065476233633393
29,-154.8,-50.8,-31.8,0.16,0.16,1.56,"[9, 9, 9, 9]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,1,1.0,0.28337641369537026,2.2254554315400643,0.5622132971624526
31,-154.8,-50.8,-31.8,0.15,0.12,1.42,"[13, 13, 13, 13]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,1,1.0,0.20999841694745922,2.6637319376546307,0.4186977165843689
32,-129.9,-25.9,-6.9,4.95,5.27,9.02,"[0, 0, 0, 0]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1,1.0,1,1.0,7.699566294705953,5.71841427858537,9.181564984643783
33,-131.1,-27.1,-8.1,4.55,1.93,6.38,"[8, 8, 8, 8]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",1,1.0,1,1.0,3.1968972390544383,6.290075811290279,5.6998627637433605
52,-78.7,25.3,44.3,40.93,34.79,48.43,"[0, 8, 0, 8]","[63, 1, 63, 1, 1, 63, 15, 1, 1, 1, 63, 63, 63, 63, 63, 63, 63, 1, 63, 47, 63, 63, 1, 63, 63, 1, 63, 1, 1, 63, 15, 63, 1, 1, 47, 63, 47, 63, 15, 1, 1, 47, 1, 1, 63, 1, 1, 15, 47, 1, 63, 63, 15, 63, 15, 15, 15, 1, 1, 47, 1, 63, 63, 63]",2,2.0,4,3.01620029455081,0.19402384175118692,5.336830271537727,0.38779148991121115
53,-79.4,24.6,43.6,29.36,24.72,39.95,"[3, 8, 3, 8]","[56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 8, 56, 8, 62, 56, 56, 56, 56, 62, 8, 56, 56, 56, 56, 56, 56, 56, 56, 56, 8, 56, 56, 56, 6, 56, 62, 56, 56, 8, 8, 62, 56, 56, 62, 62, 6, 56, 62, 56, 6, 56, 56, 56, 8, 8, 6, 56]",2,2.0,4,1.9015784586815228,0.21361612044331688,6.053594885650944,0.42696649288721567
54,-79.9,24.1,43.1,30.42,27.54,39.65,"[0, 8, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 55, 0, 0, 0, 62, 0, 0, 55, 0, 0, 48, 0, 0, 55, 0, 0, 55, 62, 0, 55, 48, 0, 48, 48, 0, 0, 55, 55, 48, 55, 48, 0, 55, 62, 48, 48, 62, 48, 62, 48, 62, 48, 62, 62, 48, 55]",2,2.0,4,2.880450070323488,1.5401560791600897,8.720444938475863,3.0333660868420824
55,-83.5,20.5,39.5,25.12,22.01,32.55,"[3, 11, 3, 11]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 0, 0, 48, 48, 0, 48, 48, 0, 48, 48, 48, 0, 0, 62, 48, 0, 62, 48, 0, 48, 48, 32, 0, 0, 48, 0, 0, 32, 32, 0, 62, 48, 48, 62, 0, 48, 32, 0, 62, 62, 0, 0, 62, 48, 48, 48, 62, 48]",2,2.0,4,2.5696361355081554,1.5566518317517517,6.228972800413968,3.0204156591192777
56,-84.9,19.1,38.1,26.48,23.5,36.48,"[3, 11, 3, 11]","[63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 49, 63, 49, 63, 63, 63, 63, 61, 63, 63, 62, 63, 62, 62, 62, 62, 49, 62, 62, 63, 61, 62, 61, 62, 61, 63, 63, 63, 63, 61, 61, 62, 49, 61, 49, 61, 49]",2,2.0,4,2.2755555555555556,1.2871135019472788,4.4172825120305745,2.4714474173281653
57,-87.1,16.9,35.9,32.82,29.3,44.86,"[12, 4, 4, 4]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 50, 48, 48, 48, 48, 48, 54, 0, 48]",2,1.6,4,1.099892588614393,0.5916274278958471,4.5754490651650706,1.1734853458222478
58,-87.0,17.0,36.0,40.75,37.07,46.85,"[0, 8, 0, 0]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 0, 0, 48, 0, 48, 48, 48, 48, 48, 0, 0, 0, 48, 48, 48, 48, 48, 48, 0, 0, 50, 48, 50, 48, 48, 0, 0, 0, 0, 54, 50]",2,1.6,4,1.6663954434499593,0.9865325964637937,9.723017381040208,1.962986721690085
66,-154.5,-50.5,-31.5,0.18,0.18,2.16,"[9, 9, 9, 9]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]",1,1.0,1,1.0,0.744287860973869,4.362339378398602,1.4673713033438314
67,-155.3,-51.3,-32.3,0.14,0.08,1.01,"[13, 13, 13, 13]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,1,1.0,0.6208778641498438,3.904212334717591,1.226345530049135
68,-154.8,-50.8,-31.8,0.16,0.17,1.36,"[9, 9, 9, 9]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",1,1.0,1,1.0,0.35364977854242985,2.2309143257467565,0.6985766342430799
69,-155.5,-51.5,-32.5,0.14,0.08,0.81,"[10, 10, 10, 10]","[38, 38, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",1,1.0,2,1.0644490644490645,0.45597077819252657,3.3109336576912414,0.9034147666807274
72,-129.2,-25.2,-6.2,5.09,5.28,9.23,"[4, 4, 4, 4]","[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",1,1.0,1,1.0,3.429562238466333,6.975794881617658,6.155439216286714
92,-78.7,25.3,44.3,41.4,33.31,46.54,"[15, 1, 9, 15]","[56, 56, 56, 56, 56, 56, 56, 56, 56, 15, 15, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 40, 15, 56, 40, 40, 56, 56, 40, 56, 15, 15, 56, 56, 62, 56, 40, 40, 15, 62, 15, 15, 56, 56, 56, 56, 62, 62, 62, 56, 40, 15, 62]",3,2.6666666666666665,4,2.122279792746114,0.38580695986498836,11.69050328071928,0.7711940745350233
93,-78.9,25.1,44.1,40.6,33.02,50.0,"[15, 1, 9, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 55, 0, 0, 0, 0, 0, 0, 23, 55, 0, 0, 0, 0, 6, 0, 55, 23, 0, 55, 0, 0, 0, 0, 6, 0, 55, 0, 0, 0, 55, 6, 23, 23, 23, 55, 0, 6, 0]",4,4.0,4,1.8351254480286738,0.17311427652249714,5.884882238702566,0.3460788463054075
94,-81.8,22.2,41.2,30.95,26.96,41.04,"[0, 8, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 23, 0, 55, 55, 23, 0, 0, 0, 23, 0, 0, 55, 55, 55, 55, 0, 0, 6, 0, 6, 55, 55, 0, 0, 23, 23, 0, 6, 23, 0, 23, 0, 0, 23, 55, 23, 55, 23, 6]",2,1.6,4,2.3299203640500568,0.83220198777522,5.793342434419085,1.6474929703148369
95,-83.0,21.0,40.0,26.38,22.52,34.26,"[15, 7, 15, 15]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 55, 7, 7, 7, 7, 7, 55, 55, 7, 7, 55, 7, 7, 7, 55, 7, 55, 55, 7, 55, 7, 7, 7, 55, 6, 55, 55, 7, 7, 7, 55, 23, 6, 7, 7, 7, 7, 7, 6, 23, 7, 7, 7, 7, 55, 7, 55, 55, 23, 7, 23, 55, 6, 7, 7]",2,1.6,4,2.169491525423729,1.4503026610532528,6.196064097665293,2.8242689301852995
96,-82.7,21.3,40.3,32.48,29.0,44.74,"[0, 0, 0, 11]","[56, 56, 56, 56, 56, 56, 7, 56, 48, 48, 56, 56, 56, 56, 56, 56, 56, 48, 48, 56, 56, 56, 56, 48, 56, 56, 56, 56, 56, 48, 56, 48, 54, 56, 7, 56, 56, 56, 56, 48, 54, 56, 7, 56, 56, 56, 7, 48, 56, 48, 7, 56, 7, 56, 7, 56, 7, 7, 56, 54, 54, 48, 54, 7]",2,1.6,4,2.4236686390532545,0.6654770216729895,4.945712858888417,1.3190664902911435
97,-88.8,15.2,34.2,31.47,26.98,36.67,"[15, 5, 5, 5]","[55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 58, 55, 55, 55, 55, 55, 55, 7, 58, 55, 55, 55, 55, 58, 39, 55, 55, 55, 55, 55, 55]",2,1.6,4,1.172966781214204,0.3701998104562252,2.9683496850002795,0.73470784291478
98,-86.3,17.7,36.7,34.3,31.03,40.32,"[0, 8, 0, 8]","[48, 16, 48, 16, 48, 16, 16, 16, 16, 48, 48, 48, 48, 16, 16, 16, 16, 48, 48, 48, 48, 16, 16, 16, 16, 16, 48, 48, 48, 16, 16, 16, 16, 48, 48, 48, 16, 48, 48, 48, 48, 48, 7, 48, 16, 7, 48, 16, 48, 54, 48, 16, 16, 54, 48, 16, 54, 54, 7, 16, 48, 7, 16, 48]",2,2.0,4,2.5568039950062422,4.57210724048373,14.07388223754501,8.696805376859437
106,-155.3,-51.3,-32.3,0.15,0.04,1.06,"[4, 4, 4, 4]","[39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39, 39]",1,1.0,1,1.0,0.5494844966062813,3.360097082869773,1.0845625434151676
107,-155.2,-51.2,-32.2,0.15,0.08,0.87,"[5, 5, 5, 5]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",1,1.0,1,1.0,0.6170114886337579,3.985825612822828,1.2194977745375593
108,-155.0,-51.0,-32.0,0.15,0.09,1.0,"[10, 10, 10, 10]","[31, 31, 31, 31, 31, 31, 32, 32, 31, 31, 31, 31, 31, 31, 32, 32, 31, 31, 32, 31, 31, 31, 32, 32, 32, 32, 32, 31, 31, 32, 32, 32, 32, 32, 32, 31, 31, 32, 32, 32, 32, 32, 32, 31, 31, 32, 32, 32, 32, 32, 32, 31, 31, 31, 32, 31, 32, 32, 32, 31, 31, 31, 31, 32]",1,1.0,2,1.9980487804878049,0.40284319488359827,2.6605444840421115,0.7966065776190362
109,-158.3,-54.3,-35.3,0.07,0.06,1.06,"[9, 9, 9, 9]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,1,1.0,0.5107384600585623,3.136891795846313,1.0082009838561
112,-131.9,-27.9,-8.9,4.29,4.43,9.68,"[4, 4, 4, 4]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]",1,1.0,1,1.0,7.474082062619781,6.3562412555842265,9.684048207115385
113,-164.4,-60.4,-41.4,0.01,0.01,0.14,"[5, 5, 5, 5]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]",1,1.0,1,1.0,0.181132192379613,1.3266937454972243,0.35893452963188066
132,-76.8,27.2,46.2,45.0,36.66,54.69,"[12, 4, 12, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 58, 6, 6, 58, 0, 4, 4, 0, 6, 0, 0, 58, 0, 0, 0, 0, 0, 0, 58, 6, 0, 6, 4, 58, 0, 6, 4, 0, 0, 6, 6, 6, 0]",2,2.0,4,2.183368869936034,0.14604814163578014,4.496956340709087,0.29194235890637815
133,-80.4,23.6,42.6,35.32,28.93,45.43,"[3, 11, 3, 3]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 55, 7, 7, 7, 23, 7, 1, 7, 7, 7, 23, 7, 7, 55, 55, 55, 55, 55, 23, 23, 1, 7, 7, 23, 7, 7, 55, 23, 7, 1, 7, 55, 7, 23, 7, 23, 23, 55, 55, 7, 23]",2,1.6,4,2.1671957671957673,0.2077742414346621,5.169477535598043,0.41521324272496335
134,-80.6,23.4,42.4,32.83,27.54,44.22,"[3, 11, 3, 3]","[63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 0, 63, 63, 63, 63, 63, 0, 0, 63, 63, 48, 0, 63, 48, 48, 63, 48, 48, 0, 63, 0, 6, 48, 63, 48, 48, 0, 63, 48, 0, 0, 0, 6, 48, 6, 63, 0, 6, 0, 6, 63, 63]",2,1.6,4,2.5006105006105006,1.3404297697056768,6.4594984794811685,2.6249381451946183
135,-81.8,22.2,41.2,40.06,33.73,44.37,"[0, 8, 0, 8]","[7, 7, 23, 23, 7, 7, 7, 7, 7, 7, 23, 23, 7, 7, 55, 55, 7, 7, 23, 55, 55, 55, 55, 55, 7, 7, 55, 55, 55, 55, 55, 7, 55, 23, 7, 55, 55, 55, 55, 55, 23, 7, 23, 7, 55, 55, 55, 7, 23, 39, 55, 39, 7, 23, 55, 39, 23, 23, 55, 7, 55, 23, 39, 55]",2,2.0,4,3.1459293394777266,0.6405728527969174,3.9492279272499844,1.2646179731496903
136,-83.8,20.2,39.2,32.83,27.53,42.32,"[15, 1, 1, 7]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 54, 48, 0, 48, 54, 48, 48, 54, 0, 48, 48, 48, 48, 48, 48]",3,2.6666666666666665,3,1.210401891252955,0.47371027436652086,3.537921732183829,0.9390404347508958
137,-85.9,18.1,37.1,27.0,23.72,34.38,"[15, 4, 15, 4]","[56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 48, 56, 56, 56, 56, 56, 56, 56, 0, 56, 0, 0, 48, 56, 62, 48, 56, 0, 48, 62, 48, 56, 0, 56, 62, 0, 0, 56, 56, 56, 62, 0, 48, 62, 0, 62, 48, 56, 62, 0, 56, 56, 48, 48]",2,2.0,4,2.4468339307048983,2.1941347134261875,3.225126446870231,3.6282275998605553
138,-87.6,16.4,35.4,35.13,30.67,41.11,"[12, 4, 12, 4]","[56, 8, 56, 56, 8, 8, 8, 8, 8, 56, 56, 56, 56, 8, 8, 8, 8, 8, 56, 56, 56, 56, 8, 8, 8, 8, 56, 56, 56, 56, 8, 8, 40, 8, 8, 40, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 8, 54, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 8, 56, 56, 56]",2,2.0,4,2.0019550342130987,3.0498967902842358,8.759619795888648,5.760608255188233
146,-152.3,-48.3,-29.3,0.22,0.12,1.11,"[8, 8, 8, 8]","[31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 25, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,2,1.204705882352941,1.7818261273009044,4.680882659587998,3.3305128494147582
147,-151.8,-47.8,-28.8,0.26,0.13,1.22,"[8, 8, 8, 8]","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",1,1.0,1,1.0,0.4327953973061667,3.090807822818831,0.8572275649015955
148,-152.5,-48.5,-29.5,0.21,0.18,2.41,"[4, 4, 4, 4]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1,1.0,1,1.0,0.25959079460706874,2.172871288256913,0.515515685651003
149,-159.3,-55.3,-36.3,0.05,0.03,0.56,"[10, 10, 10, 10]","[38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38]",1,1.0,1,1.0,0.47882226676775136,3.1615146360874458,0.9468466506932642
