ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
1252,33.26,34.57,"11.72,14.39,16.29,17.55,18.48,19.32,20.04,20.72,21.27,21.52,21.74,21.98,22.20,22.42,22.69,23.04,23.34,23.48,23.61,23.76,23.89,24.02,24.19,24.43,24.62,24.73,24.83,24.93,25.03,25.12,25.24,25.42,25.57,25.65,25.73,25.81,25.88,25.95,26.05,26.20,26.32,26.38,26.44,26.52,26.57,26.63,26.72,26.86,26.95,27.00,27.06,27.14,27.17,27.23,27.31,27.44,27.52,27.56,27.62,27.67,27.71,27.76,27.83,27.96","1.1112,1.1076,1.0393,0.7417","1.3809,1.2119,0.9419,0.4656,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1254,30.65,29.75,"11.19,12.85,14.40,15.64,16.64,17.47,18.16,18.74,19.15,19.40,19.57,19.72,19.90,20.12,20.38,20.65,20.87,21.02,21.12,21.21,21.31,21.44,21.60,21.76,21.90,22.01,22.08,22.14,22.21,22.30,22.42,22.54,22.65,22.73,22.78,22.83,22.88,22.96,23.05,23.16,23.24,23.30,23.35,23.39,23.44,23.49,23.57,23.67,23.73,23.78,23.83,23.86,23.90,23.95,24.02,24.11,24.17,24.21,24.25,24.28,24.31,24.36,24.42,24.50","0.9393,0.9247,0.7662,0.5704","1.4932,1.4727,1.0342,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1255,37.79,36.70,"10.81,12.55,14.22,15.46,16.39,17.12,17.80,18.44,18.94,19.19,19.40,19.62,19.82,20.04,20.32,20.66,20.93,21.08,21.21,21.34,21.46,21.59,21.76,22.01,22.19,22.30,22.39,22.48,22.57,22.66,22.79,22.99,23.12,23.20,23.27,23.34,23.41,23.49,23.59,23.76,23.87,23.93,23.99,24.05,24.11,24.17,24.26,24.42,24.51,24.56,24.61,24.66,24.71,24.77,24.85,25.01,25.08,25.12,25.16,25.21,25.25,25.30,25.38,25.53","0.8770,0.8750,0.8671,0.6592","1.2793,1.1601,0.8935,0.6665,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1256,42.50,40.75,"10.80,17.08,18.48,19.52,20.49,21.15,21.95,22.53,23.03,23.49,23.82,24.09,24.37,24.69,25.01,25.32,25.62,25.89,26.11,26.33,26.48,26.65,26.86,27.06,27.29,27.45,27.54,27.64,27.79,27.95,28.09,28.24,28.41,28.54,28.66,28.76,28.87,28.99,29.10,29.23,29.37,29.47,29.55,29.62,29.71,29.80,29.90,30.02,30.13,30.21,30.28,30.35,30.42,30.50,30.57,30.67,30.76,30.84,30.89,30.95,31.01,31.08,31.16,31.25","0.8877,0.8874,0.8690,0.7275","1.2686,1.1133,1.0254,0.5928,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","32,50,32,32,32,50,32,50,32,50,50,32,32,32,32,32,32,50,50,50,50,32,32,32,32,50,40,32,50,50,32,32,32,32,50,50,50,50,32,32,32,32,50,32,50,50,32,32,32,32,50,50,50,32,50,32,32,32,50,50,50,32,32,32"
1257,48.20,44.23,"10.16,16.44,19.43,20.60,21.44,22.20,22.79,23.29,23.98,24.48,24.87,25.23,25.53,25.78,26.08,26.34,26.68,26.98,27.20,27.42,27.61,27.76,27.94,28.13,28.38,28.58,28.74,28.90,29.03,29.13,29.26,29.43,29.62,29.76,29.89,30.01,30.11,30.20,30.31,30.44,30.59,30.72,30.80,30.90,30.98,31.04,31.11,31.19,31.34,31.40,31.51,31.59,31.67,31.72,31.80,31.89,32.00,32.07,32.14,32.21,32.26,32.31,32.39,32.49","0.7696,0.7695,0.7675,0.6856","1.0605,1.0166,0.9951,0.9282,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","40,57,25,25,57,40,40,40,40,57,57,25,40,40,40,40,25,57,57,40,40,40,40,40,40,57,57,40,40,40,40,40,40,57,57,40,40,40,40,40,40,57,40,40,40,40,40,40,57,40,57,40,40,40,40,40,57,57,40,40,40,40,40,40"
1258,43.09,41.01,"11.11,16.26,18.58,19.81,20.74,21.52,22.18,22.81,23.41,23.87,24.45,24.61,24.91,25.21,25.73,25.83,26.15,26.38,26.50,26.82,27.04,27.23,27.26,27.31,27.57,27.74,27.88,27.98,28.14,28.30,28.51,28.61,28.79,28.90,28.96,29.04,29.17,29.32,29.47,29.59,29.74,29.83,29.88,29.95,30.05,30.15,30.34,30.39,30.51,30.60,30.64,30.68,30.75,30.83,30.88,30.93,31.02,31.09,31.14,31.17,31.24,31.34,31.45,31.56","0.8833,0.8832,0.8740,0.7386","1.1123,1.1006,0.9414,0.8457,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","32,58,32,32,32,32,58,32,32,58,58,58,32,32,32,42,32,32,58,32,32,32,42,58,32,32,32,32,58,32,32,58,32,32,32,58,32,32,32,58,32,32,32,58,32,32,32,58,32,32,32,42,32,32,58,26,32,32,32,58,32,32,32,58"
1259,39.33,32.06,"10.34,11.45,12.45,13.32,14.03,14.59,15.04,15.46,15.82,16.22,16.48,16.69,16.92,17.15,17.39,17.62,17.85,18.09,18.27,18.44,18.60,18.80,18.92,19.10,19.26,19.39,19.50,19.60,19.71,19.87,19.98,20.09,20.21,20.34,20.41,20.42,20.53,20.61,20.72,20.84,20.93,21.06,21.12,21.19,21.31,21.34,21.46,21.54,21.67,21.71,21.84,21.83,21.88,21.97,22.03,22.14,22.20,22.25,22.31,22.35,22.46,22.54,22.54,22.64","0.6089,0.5987,0.5900,0.5542","1.0928,1.0303,0.9722,0.9043,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,0,9,9","49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49"
1260,44.54,41.20,"10.38,14.94,17.55,18.70,19.66,20.42,20.97,21.48,22.15,22.66,23.03,23.35,23.67,23.95,24.21,24.46,24.82,25.05,25.28,25.48,25.68,25.84,26.01,26.21,26.42,26.58,26.78,26.92,27.09,27.19,27.31,27.47,27.62,27.76,27.87,27.99,28.11,28.18,28.28,28.40,28.53,28.65,28.74,28.83,28.93,28.99,29.07,29.15,29.28,29.39,29.47,29.53,29.63,29.68,29.75,29.81,29.81,29.97,30.11,30.19,30.24,30.32,30.38,30.45","0.8081,0.8075,0.8052,0.7217","1.0703,1.0566,0.9775,0.8950,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","40,57,40,57,40,40,40,40,57,57,57,40,57,40,40,40,57,57,40,40,57,40,40,40,57,40,57,57,40,40,40,40,57,57,40,40,57,40,40,40,57,57,40,40,57,40,40,40,57,57,40,40,57,25,40,40,25,57,57,57,25,57,40,40"
1261,46.34,43.25,"10.54,14.06,16.68,17.67,18.69,19.38,20.13,20.87,21.52,22.00,22.42,22.77,23.06,23.29,23.57,23.93,24.30,24.55,24.77,24.99,25.17,25.30,25.48,25.72,25.98,26.16,26.31,26.46,26.60,26.70,26.82,27.00,27.20,27.35,27.45,27.58,27.68,27.77,27.86,28.01,28.17,28.29,28.37,28.47,28.56,28.63,28.71,28.84,28.97,29.07,29.15,29.23,29.31,29.36,29.43,29.54,29.66,29.74,29.80,29.88,29.94,30.00,30.06,30.16","0.7700,0.7695,0.7680,0.7052","1.0791,1.0351,0.9775,0.9082,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","40,56,40,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40,40,56,56,40,40,40,40,40"
1262,44.56,46.81,"10.74,15.20,17.80,19.32,20.51,21.18,22.03,22.51,23.37,23.92,24.37,24.83,25.20,25.47,25.74,25.98,26.45,26.78,27.12,27.38,27.64,27.86,27.97,28.10,28.33,28.54,28.71,28.73,28.75,28.92,29.01,29.13,29.18,29.32,29.54,29.66,29.87,30.06,30.05,30.09,30.10,30.16,30.31,30.39,30.62,30.64,30.62,30.60,30.60,30.64,30.75,30.83,30.97,30.95,30.93,30.88,30.88,30.88,30.98,31.14,31.28,31.32,31.29,31.24","1.0049,1.0047,1.0017,0.9879","1.0029,1.0009,0.9993,0.9961,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","16,32,32,32,32,32,32,32,16,32,32,32,32,32,32,32,16,16,32,32,32,32,32,32,16,16,16,49,49,32,32,32,16,32,32,32,32,32,49,32,49,32,32,32,32,32,49,49,49,32,32,32,32,49,49,49,49,49,32,32,32,32,32,32"
1263,28.07,27.56,"10.78,12.21,13.57,14.65,15.49,16.17,16.73,17.22,17.59,17.86,18.03,18.18,18.35,18.56,18.80,19.04,19.25,19.40,19.51,19.60,19.70,19.82,19.97,20.14,20.28,20.38,20.46,20.53,20.60,20.69,20.79,20.92,21.03,21.11,21.17,21.22,21.28,21.35,21.43,21.53,21.62,21.68,21.74,21.78,21.83,21.88,21.95,22.03,22.11,22.17,22.21,22.25,22.29,22.33,22.39,22.47,22.53,22.58,22.61,22.65,22.69,22.73,22.78,22.84","1.4677,1.4503,1.0821,0.0001","1.8545,1.6269,0.5186,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1264,53.68,48.03,"10.39,16.66,19.24,21.15,22.43,23.23,23.73,24.02,24.30,25.03,25.41,25.96,26.28,26.43,26.78,26.90,27.06,27.31,27.50,27.59,27.71,27.77,27.86,28.05,28.66,28.84,29.06,29.30,29.52,29.71,29.84,30.01,30.15,30.34,30.50,30.69,30.93,31.03,31.16,31.26,31.39,31.46,31.56,31.86,31.94,32.04,32.15,32.20,32.25,32.33,32.43,32.58,32.66,32.84,32.85,32.92,32.96,32.99,33.08,33.14,33.29,33.37,33.40,33.44","0.8336,0.8333,0.8325,0.8275","1.0010,1.0000,0.9992,0.9991,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,8,8,8","16,32,32,16,32,16,16,16,16,32,16,32,32,16,32,32,16,16,16,16,16,1,1,32,32,32,32,16,16,16,16,32,16,32,32,32,32,16,32,16,16,32,32,32,32,32,32,32,32,32,32,32,32,32,1,32,32,32,32,32,32,32,32,32"
1265,65.72,52.05,"10.88,18.08,21.89,23.93,25.49,26.71,27.33,27.78,28.33,28.84,29.29,29.65,29.93,30.26,30.53,30.77,31.03,31.28,31.51,31.81,32.04,32.30,32.49,32.63,32.82,33.02,33.19,33.38,33.52,33.66,33.83,33.98,34.14,34.31,34.41,34.54,34.72,34.85,34.99,35.13,35.22,35.33,35.45,35.55,35.67,35.77,35.88,35.98,36.07,36.17,36.26,36.33,36.42,36.54,36.63,36.72,36.79,36.86,36.94,37.03,37.10,37.19,37.26,37.33","0.6686,0.6685,0.6683,0.6674","1.0195,1.0117,1.0010,0.9683,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","16,32,32,16,32,16,16,16,32,32,32,16,16,32,32,32,16,16,32,32,16,32,16,16,16,16,16,32,16,16,32,16,32,32,16,32,32,16,32,32,16,32,32,16,32,16,16,16,16,16,16,16,32,32,32,32,16,16,32,32,32,32,16,16"
1266,28.23,27.57,"11.41,13.14,14.68,15.83,16.67,17.27,17.77,18.24,18.62,18.88,19.08,19.28,19.48,19.70,19.93,20.17,20.38,20.53,20.65,20.77,20.89,21.02,21.16,21.33,21.46,21.57,21.66,21.74,21.83,21.92,22.02,22.14,22.25,22.34,22.40,22.46,22.54,22.60,22.69,22.77,22.85,22.92,22.99,23.05,23.09,23.14,23.22,23.28,23.35,23.44,23.46,23.52,23.56,23.61,23.66,23.73,23.80,23.83,23.88,23.92,23.98,24.01,24.06,24.11","1.4347,1.4160,1.1483,0.0001","1.8965,1.4306,0.6729,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24"
1267,60.11,45.95,"10.86,16.11,18.48,19.47,20.40,21.12,21.75,22.13,22.69,23.03,23.68,24.01,24.27,24.55,24.82,25.00,25.13,25.41,25.87,26.08,26.26,26.45,26.61,26.79,26.84,27.00,27.16,27.37,27.51,27.64,27.78,27.90,28.03,28.15,28.22,28.41,28.50,28.58,28.66,28.77,28.82,28.88,28.90,29.14,29.24,29.32,29.39,29.45,29.48,29.50,29.50,29.63,29.71,29.79,29.87,29.94,30.05,30.12,30.20,30.25,30.36,30.41,30.48,30.55","0.5035,0.5033,0.5030,0.5020","1.0898,1.0322,1.0098,0.8677,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","1,1,33,16,1,1,1,1,1,1,33,16,16,1,33,1,1,1,33,33,1,1,1,1,18,1,33,33,16,1,1,1,1,1,16,33,16,16,16,33,33,16,16,33,33,16,16,16,33,16,1,1,16,1,1,1,1,1,1,16,33,16,1,1"
1268,45.86,39.88,"10.75,13.07,14.62,15.86,16.85,17.64,18.30,18.98,20.02,20.69,21.14,21.49,21.78,22.05,22.34,22.65,23.02,23.34,23.60,23.81,23.99,24.16,24.41,24.67,24.86,25.03,25.16,25.25,25.34,25.46,25.60,25.74,25.94,26.09,26.20,26.28,26.35,26.45,26.58,26.68,26.84,26.96,27.07,27.16,27.22,27.29,27.40,27.52,27.65,27.71,27.74,27.76,27.78,27.83,27.95,28.04,28.18,28.28,28.35,28.41,28.48,28.58,28.66,28.73","0.7671,0.7667,0.7565,0.7475","1.0977,1.0605,0.9585,0.8828,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,3,5","24,40,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,40,40,40,24,24,24,24,24,24,24,24,24,24,24"
1269,45.39,40.14,"9.87,14.32,15.61,16.58,17.39,18.00,18.52,19.05,19.48,20.01,20.39,20.72,21.07,21.38,21.70,21.98,22.20,22.42,22.65,22.84,23.04,23.24,23.42,23.62,23.82,24.01,24.18,24.34,24.49,24.63,24.78,24.92,25.05,25.19,25.31,25.43,25.54,25.67,25.79,25.91,26.00,26.11,26.20,26.30,26.39,26.48,26.58,26.67,26.75,26.83,26.91,26.99,27.07,27.15,27.25,27.33,27.41,27.49,27.57,27.65,27.72,27.79,27.88,27.95","0.7826,0.7821,0.7719,0.7628","1.0527,1.0244,0.9829,0.9395,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,12,5","33,17,17,33,33,33,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,33,33,33,17,17,17,17,33,33,33,33,17,17,17,17,17,17,17,17,17,17,17,17,33,17,33,33,17,17,17,17,33,33,33,33,33,17,17,17"
1277,31.17,32.59,"11.20,13.08,14.73,15.96,16.89,17.62,18.18,18.65,19.05,19.32,19.51,19.74,19.94,20.08,20.31,20.65,20.89,21.04,21.16,21.27,21.38,21.51,21.65,21.83,22.00,22.10,22.19,22.27,22.35,22.44,22.54,22.68,22.81,22.89,22.96,23.02,23.09,23.15,23.23,23.35,23.45,23.52,23.58,23.63,23.68,23.73,23.80,23.90,23.98,24.04,24.09,24.13,24.18,24.23,24.29,24.36,24.44,24.49,24.53,24.57,24.61,24.65,24.70,24.77","0.9819,0.9745,0.7889,0.7073","1.4190,1.2842,0.7974,0.4995,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,9","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
