ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
826,49.09,43.08,"10.90,16.86,19.09,19.94,20.65,21.48,22.16,22.72,23.20,23.74,24.28,24.68,24.96,25.30,25.59,25.83,26.10,26.42,26.65,26.88,27.11,27.32,27.55,27.76,27.98,28.18,28.36,28.54,28.71,28.89,29.04,29.19,29.36,29.51,29.67,29.81,29.94,30.07,30.20,30.34,30.47,30.57,30.69,30.81,30.93,31.03,31.12,31.21,31.29,31.35,31.50,31.59,31.69,31.76,31.86,32.00,32.03,32.08,32.14,32.22,32.29,32.36,32.40,32.43","0.6411,0.6410,0.6377,0.5878","1.0547,1.0479,0.9693,0.9287,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,9,0","25,56,25,56,56,25,25,25,25,25,25,25,56,25,25,56,25,25,56,56,25,25,25,25,25,25,25,56,56,25,25,25,25,25,25,56,56,25,25,25,25,25,25,56,56,56,25,25,25,25,25,56,56,56,25,25,56,56,56,56,56,56,56,56"
827,37.05,33.14,"10.89,13.82,15.39,16.66,17.59,18.25,18.73,19.27,19.66,20.03,20.33,20.62,20.93,21.20,21.46,21.76,22.02,22.25,22.43,22.59,22.77,22.95,23.14,23.34,23.49,23.65,23.78,23.90,24.03,24.16,24.30,24.44,24.57,24.69,24.80,24.90,24.99,25.11,25.23,25.33,25.44,25.54,25.62,25.65,25.65,25.74,25.77,25.79,25.86,25.88,25.89,25.94,26.02,26.08,26.16,26.26,26.37,26.46,26.50,26.56,26.65,26.72,26.79,26.87","0.7915,0.7885,0.7734,0.6333","1.2676,1.1152,1.0488,0.5684,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,9,0","25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,31,31,25,31,31,25,31,31,25,25,25,25,25,25,25,25,25,25,25,25,25"
828,36.60,32.30,"11.45,13.67,15.29,16.33,17.16,17.85,18.40,18.90,19.26,19.53,19.79,19.98,20.20,20.44,20.67,20.92,21.15,21.33,21.48,21.61,21.74,21.89,22.05,22.20,22.35,22.49,22.60,22.69,22.79,22.88,23.01,23.12,23.24,23.35,23.45,23.52,23.57,23.64,23.73,23.83,23.86,23.87,23.92,23.98,24.04,24.13,24.16,24.21,24.21,24.25,24.32,24.39,24.41,24.49,24.50,24.56,24.58,24.61,24.66,24.66,24.70,24.70,24.74,24.81","0.8183,0.8159,0.7949,0.6361","1.3281,1.1768,0.9888,0.5068,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,17,33,33,1,17,17,17,33,17,33,17,17,17,17,17,17,17,33,17,1,17,1,17,1,17,17,17"
829,28.52,29.59,"11.04,12.44,13.88,15.09,16.08,16.91,17.61,18.21,18.65,18.91,19.08,19.22,19.38,19.58,19.82,20.10,20.34,20.51,20.61,20.70,20.78,20.90,21.04,21.22,21.39,21.50,21.58,21.64,21.71,21.78,21.88,22.01,22.14,22.23,22.30,22.35,22.39,22.45,22.53,22.63,22.73,22.81,22.86,22.90,22.94,22.98,23.04,23.13,23.21,23.28,23.33,23.37,23.39,23.43,23.48,23.55,23.62,23.70,23.73,23.76,23.76,23.79,23.83,23.88","1.4229,1.4092,1.1679,0.0001","1.4609,1.4336,0.6636,0.4416,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
833,34.62,28.69,"10.28,11.37,12.07,12.56,12.93,13.27,13.60,13.82,14.11,14.31,14.45,14.62,14.75,14.94,15.11,15.25,15.40,15.52,15.65,15.75,15.83,15.96,16.10,16.17,16.26,16.37,16.46,16.55,16.58,16.65,16.73,16.68,16.68,16.74,16.69,16.72,16.69,16.83,16.92,17.03,17.10,17.16,17.29,17.31,17.39,17.43,17.54,17.58,17.65,17.66,17.79,17.86,17.96,17.87,18.08,18.07,18.00,18.07,18.15,18.11,18.21,18.16,18.33,18.28","0.7563,0.7534,0.7123,0.6528","1.0635,1.0605,1.0342,0.8418,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,10,12,4","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,17,33,39,35,39,17,35,17,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,39,39,33,33,33,33,17,33,35,17,33,33"
834,37.37,37.45,"11.21,17.45,20.25,21.39,21.57,22.21,22.59,22.80,23.32,23.79,24.14,24.48,24.72,25.19,25.43,25.62,25.88,26.03,26.31,26.45,26.70,26.73,27.06,27.13,27.22,27.36,27.43,27.61,27.62,27.72,27.85,27.90,27.97,28.08,28.19,28.24,28.25,28.25,28.26,28.26,28.32,28.50,28.56,28.72,28.73,28.80,28.83,28.83,28.91,29.04,29.14,29.24,29.26,29.29,29.29,29.33,29.37,29.58,29.68,29.72,29.73,29.73,29.74,29.75","0.8736,0.8734,0.8434,0.5683","1.3018,0.9224,0.8994,0.8770,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","13,5,13,5","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,30,30,30,30,30,30,30,24,24,24,26,30,30,30,30,28,30,30,28,30,30,30,30,30,30,24,30,30,30,30,30,24,26,24,24"
835,39.24,37.32,"10.90,17.30,19.78,20.79,21.43,22.18,22.47,22.82,23.34,23.70,24.00,24.32,24.67,24.89,25.07,25.28,25.40,25.60,25.85,26.04,26.13,26.25,26.43,26.49,26.60,26.62,26.64,26.75,26.87,26.94,26.97,27.05,27.12,27.22,27.27,27.28,27.30,27.41,27.47,27.53,27.54,27.55,27.63,27.78,27.79,27.79,27.80,27.83,27.84,27.91,28.01,28.05,28.10,28.19,28.20,28.21,28.23,28.26,28.31,28.38,28.44,28.45,28.45,28.48","0.9273,0.9268,0.9249,0.5572","1.1084,1.0820,0.9063,0.9033,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","13,4,13,4","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,30,30,30,30,30,30,30,30,24,24,30,30,30,24,24,30,30,30,24,24,30,24,30,30,30,30,30,30,30,30,30,30,30,30,24,24,30"
836,51.55,46.91,"11.36,17.77,21.67,22.95,24.00,24.61,25.25,25.72,26.40,26.81,27.16,27.46,27.88,28.15,28.44,28.71,29.01,29.25,29.44,29.62,29.85,30.04,30.27,30.41,30.58,30.72,30.92,31.08,31.16,31.34,31.51,31.65,31.84,31.94,32.08,32.22,32.31,32.44,32.57,32.68,32.77,32.91,33.02,33.14,33.22,33.35,33.46,33.56,33.65,33.75,33.83,33.93,33.99,34.12,34.22,34.31,34.42,34.50,34.56,34.64,34.71,34.81,34.89,34.97","0.8445,0.8442,0.8441,0.8394","1.0205,1.0137,0.9878,0.9785,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,13,5","32,38,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
837,58.53,48.72,"11.16,17.62,21.64,23.09,24.20,24.99,25.55,26.38,27.09,27.68,28.07,28.51,28.84,29.15,29.39,29.65,29.99,30.31,30.56,30.76,30.96,31.17,31.48,31.84,32.04,32.21,32.36,32.47,32.59,32.74,32.93,33.14,33.29,33.43,33.52,33.62,33.73,33.88,34.03,34.17,34.32,34.47,34.58,34.66,34.76,34.91,35.08,35.23,35.32,35.41,35.47,35.53,35.60,35.68,35.78,35.91,35.99,36.05,36.10,36.15,36.23,36.33,36.42,36.51","0.7351,0.7350,0.7348,0.7305","1.0342,1.0039,0.9854,0.9771,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,1,9","32,30,32,30,32,32,32,32,32,32,32,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
838,73.36,53.66,"10.79,18.11,23.41,26.08,26.81,27.60,28.40,29.31,30.04,30.57,30.99,31.48,31.89,32.30,32.79,33.21,33.56,33.88,34.12,34.42,34.63,34.86,35.18,35.45,35.67,35.85,36.02,36.24,36.36,36.50,36.73,36.92,37.05,37.19,37.31,37.48,37.56,37.66,37.81,37.97,38.06,38.15,38.25,38.37,38.43,38.52,38.63,38.75,38.84,38.94,39.02,39.11,39.18,39.26,39.34,39.44,39.53,39.64,39.71,39.80,39.88,39.95,40.03,40.11","0.6027,0.6026,0.6026,0.6024","1.0049,1.0000,0.9981,0.9971,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,0,9","32,32,62,62,32,32,32,32,32,62,32,62,32,32,32,32,32,62,32,62,32,32,32,32,32,62,32,62,32,32,32,32,32,62,32,62,32,62,32,32,32,62,32,62,32,62,32,32,32,32,32,62,32,62,32,32,32,32,32,32,32,62,32,32"
839,60.46,50.04,"10.31,17.16,20.90,22.92,24.50,25.50,26.34,27.12,27.66,28.13,28.48,28.84,29.25,29.67,29.99,30.33,30.62,30.84,31.06,31.23,31.48,31.69,31.98,32.24,32.52,32.73,32.90,33.08,33.24,33.49,33.68,33.86,34.01,34.15,34.25,34.37,34.49,34.67,34.79,34.92,35.06,35.17,35.27,35.36,35.49,35.61,35.75,35.87,36.01,36.11,36.19,36.28,36.39,36.50,36.63,36.72,36.82,36.90,36.97,37.04,37.13,37.24,37.33,37.41","0.7998,0.7997,0.7993,0.7985","1.0186,1.0097,0.9859,0.9853,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,1,9,1","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
840,67.87,52.87,"11.33,19.36,25.16,28.20,29.17,30.22,31.37,31.93,32.52,33.23,33.76,34.12,34.53,34.97,35.30,35.61,35.92,36.34,36.56,36.80,37.04,37.32,37.46,37.66,37.87,38.15,38.29,38.45,38.61,38.76,38.88,39.02,39.18,39.36,39.47,39.59,39.70,39.79,39.89,40.00,40.11,40.24,40.34,40.43,40.51,40.58,40.66,40.73,40.83,40.93,41.02,41.10,41.15,41.22,41.29,41.34,41.42,41.51,41.59,41.66,41.71,41.77,41.82,41.87","0.6329,0.6328,0.6327,0.6324","1.0088,1.0019,0.9961,0.9927,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,0,9,0","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
848,33.33,29.70,"9.39,11.15,12.81,14.39,15.64,16.60,17.32,17.86,18.18,18.45,18.67,18.86,19.08,19.33,19.59,19.83,20.02,20.17,20.30,20.42,20.55,20.68,20.84,20.99,21.12,21.22,21.33,21.40,21.50,21.59,21.69,21.82,21.91,22.00,22.07,22.14,22.22,22.31,22.40,22.49,22.58,22.64,22.70,22.74,22.82,22.89,22.97,23.02,23.11,23.17,23.23,23.29,23.34,23.40,23.47,23.53,23.59,23.66,23.70,23.74,23.80,23.84,23.90,23.96","1.1044,1.0976,1.0918,0.7056","1.3672,1.3536,1.0654,0.2131,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","12,4,12,12","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31"
849,26.88,22.19,"10.73,11.98,12.78,13.36,13.82,14.17,14.45,14.68,14.84,15.00,15.15,15.31,15.47,15.64,15.82,16.01,16.13,16.23,16.32,16.42,16.52,16.64,16.77,16.92,17.01,17.09,17.15,17.22,17.30,17.39,17.50,17.62,17.69,17.75,17.80,17.86,17.92,18.00,18.09,18.20,18.25,18.30,18.35,18.39,18.44,18.51,18.60,18.69,18.74,18.78,18.81,18.85,18.90,18.97,19.04,19.12,19.16,19.20,19.22,19.26,19.31,19.36,19.43,19.51","1.2266,1.1816,1.0769,0.5148","1.6699,1.4336,0.8970,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,3,11,11","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
850,30.87,26.54,"10.33,11.67,12.53,13.25,13.89,14.45,15.01,15.55,15.83,16.03,16.21,16.39,16.60,16.85,17.14,17.45,17.61,17.75,17.86,17.98,18.12,18.30,18.50,18.72,18.84,18.93,19.03,19.13,19.24,19.38,19.54,19.72,19.81,19.89,19.97,20.05,20.15,20.27,20.40,20.54,20.61,20.68,20.75,20.82,20.91,21.01,21.12,21.24,21.30,21.36,21.41,21.48,21.56,21.64,21.75,21.84,21.89,21.95,22.00,22.06,22.13,22.21,22.30,22.38","1.2686,1.2532,1.2474,0.2316","1.2939,1.2383,1.0898,0.3784,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,1,8,8","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,33,33,33,39,39,39,39,39,33,33,39,39,39,39,39,39,33,33,39,39,39,39,39,39,33,33,39,39,39,39,39,39,33,33,39,39,39,39,39"
851,30.29,25.56,"9.55,10.96,11.99,12.88,13.70,14.34,14.76,15.01,15.30,15.48,15.63,15.83,16.06,16.28,16.44,16.54,16.71,16.81,16.90,17.02,17.17,17.29,17.37,17.44,17.53,17.60,17.67,17.77,17.87,17.95,18.00,18.07,18.13,18.17,18.41,18.63,18.80,18.94,19.06,19.15,19.24,19.34,19.46,19.57,19.66,19.74,19.81,19.90,19.96,20.03,20.11,20.19,20.26,20.33,20.40,20.51,20.56,20.64,20.71,20.77,20.83,20.89,20.98,21.10","1.1622,1.1523,1.0901,0.5942","1.2412,1.1025,1.0058,0.6494,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,1,7,15","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,30,32,32,30,30,32,32,30,30,32,30,30,32,32,30,30,30"
852,34.55,27.75,"9.80,11.29,12.29,13.08,13.86,14.58,15.19,15.72,16.03,16.24,16.40,16.57,16.76,16.99,17.25,17.53,17.70,17.82,17.92,18.02,18.13,18.28,18.45,18.65,18.75,18.84,18.90,18.98,19.06,19.17,19.31,19.46,19.54,19.60,19.65,19.71,19.78,19.87,19.98,20.10,20.16,20.21,20.25,20.30,20.36,20.44,20.54,20.64,20.69,20.73,20.77,20.81,20.87,20.94,21.02,21.12,21.14,21.18,21.21,21.25,21.30,21.37,21.44,21.52","0.9630,0.9556,0.9277,0.8872","1.2041,1.1290,0.8745,0.7934,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,1,15,15","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
853,31.93,29.46,"10.27,11.70,12.91,14.01,15.02,15.83,16.46,16.94,17.30,17.50,17.65,17.82,18.04,18.29,18.54,18.78,18.97,19.09,19.19,19.32,19.47,19.63,19.80,19.96,20.08,20.17,20.25,20.35,20.47,20.59,20.71,20.85,20.93,20.99,21.07,21.15,21.25,21.34,21.44,21.58,21.64,21.70,21.77,21.84,21.92,22.00,22.10,22.23,22.28,22.33,22.39,22.45,22.51,22.60,22.68,22.81,22.86,22.91,22.95,23.01,23.08,23.15,23.24,23.36","1.2813,1.2763,1.2468,0.1954","1.3730,1.3320,0.9556,0.3398,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,0,11,11","38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38"
