ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
1425,31.59,29.87,"10.47,11.63,12.73,13.68,14.47,15.15,15.73,16.25,16.59,16.85,17.04,17.23,17.44,17.69,17.97,18.23,18.38,18.42,18.68,18.89,19.04,19.17,19.34,19.53,19.52,19.53,19.58,19.71,19.83,19.85,19.83,19.81,20.02,20.06,20.10,20.18,20.40,20.57,20.64,20.72,20.90,21.01,21.10,21.18,21.26,21.34,21.43,21.52,21.63,21.73,21.81,21.87,21.92,21.99,22.06,22.14,22.23,22.32,22.36,22.42,22.49,22.55,22.59,22.65","1.0760,1.0595,0.9855,0.8794","1.3535,1.1455,1.1192,0.3816,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,37,31,25,25,25,37,37,37,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
1426,71.31,52.89,"10.72,18.11,23.40,26.06,27.30,27.86,28.51,29.07,29.63,30.19,31.01,31.33,31.63,31.93,32.14,32.34,32.45,32.76,33.36,33.57,33.75,33.91,33.97,34.13,34.19,34.57,35.07,35.34,35.46,35.60,35.74,35.82,35.96,36.13,36.34,36.43,36.52,36.62,36.77,36.86,36.96,36.99,37.10,37.35,37.43,37.50,37.58,37.59,37.64,37.65,37.72,38.01,38.07,38.13,38.18,38.23,38.24,38.26,38.34,38.48,38.55,38.60,38.68,38.74","0.5519,0.5517,0.5517,0.5507","1.0078,1.0019,0.9956,0.9942,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,1,9","8,24,24,24,24,8,8,8,8,24,24,8,24,8,8,24,24,8,24,8,8,8,8,24,8,24,24,24,8,8,8,8,24,24,8,24,8,8,8,8,24,41,8,24,8,8,8,41,24,41,8,24,8,8,8,24,24,10,24,8,8,8,8,8"
1427,77.68,54.03,"10.02,17.10,21.79,24.39,24.79,25.42,25.78,26.15,26.79,27.36,27.86,28.29,28.56,28.86,29.01,29.26,29.56,29.92,30.50,30.75,31.11,31.33,31.49,31.55,31.82,32.16,32.38,32.58,32.76,32.98,33.14,33.28,33.47,33.65,33.81,34.04,34.19,34.33,34.45,34.56,34.70,34.83,35.00,35.08,35.17,35.30,35.40,35.47,35.58,35.66,35.81,35.88,36.06,36.14,36.21,36.27,36.27,36.38,36.53,36.59,36.64,36.71,36.77,36.81","0.5363,0.5362,0.5361,0.5360","1.0088,1.0048,0.9941,0.9927,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","9,25,25,25,9,9,9,25,25,25,25,25,9,25,9,25,25,25,25,9,25,9,9,9,25,25,25,25,25,25,9,9,25,25,25,25,9,9,9,9,25,25,25,9,9,25,9,9,25,25,25,9,25,9,9,9,15,25,25,9,9,9,25,9"
1428,45.79,40.45,"11.07,13.27,14.90,16.14,17.21,18.09,18.88,19.57,20.00,20.26,20.43,20.62,20.85,21.06,21.29,21.60,21.91,22.24,22.47,22.66,22.80,22.99,23.17,23.37,23.59,23.79,23.94,24.09,24.27,24.44,24.74,24.75,24.92,25.07,25.19,25.30,25.43,25.55,25.68,25.82,25.95,26.04,26.13,26.21,26.30,26.39,26.49,26.59,26.69,26.76,26.83,26.89,26.96,27.03,27.10,27.19,27.27,27.34,27.40,27.61,27.61,27.70,27.78,27.87","0.6323,0.6279,0.6264,0.6161","1.1299,1.1016,0.9004,0.8687,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,38,36,32,32,32"
1429,51.03,43.17,"8.94,12.65,14.73,15.81,16.87,17.89,18.58,19.31,19.97,20.57,20.91,21.12,21.31,21.75,22.14,22.37,22.67,23.01,23.41,23.78,24.02,24.22,24.44,24.63,24.77,24.93,25.14,25.31,25.44,25.59,25.72,25.90,26.09,26.19,26.28,26.41,26.57,26.70,26.81,26.97,27.12,27.20,27.28,27.47,27.60,27.72,27.84,27.99,28.09,28.19,28.30,28.42,28.52,28.62,28.72,28.84,28.90,28.96,29.05,29.13,29.20,29.24,29.29,29.28","0.6314,0.6313,0.6269,0.6254","1.0283,1.0107,1.0078,0.9532,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,13,5","17,33,17,17,17,17,17,17,17,17,17,33,17,17,17,17,17,17,17,17,17,17,17,17,33,17,17,17,17,17,17,17,33,33,17,17,17,17,17,17,33,33,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,33,33,17,39"
1430,43.16,37.98,"9.26,10.70,11.98,13.07,13.97,14.75,15.41,15.98,16.42,16.70,16.89,17.06,17.22,17.42,17.66,17.95,18.20,18.36,18.47,18.57,18.66,18.78,18.91,19.11,19.28,19.40,19.51,19.59,19.66,19.78,19.89,20.03,20.18,20.25,20.33,20.41,20.47,20.57,20.68,20.82,20.94,21.02,21.09,21.15,21.21,21.27,21.35,21.46,21.57,21.69,21.80,21.85,21.95,22.03,22.12,22.22,22.31,22.38,22.44,22.49,22.56,22.57,22.62,22.69","0.7007,0.6963,0.6962,0.6856","1.1338,1.0987,1.0205,0.7466,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,12,5,5","33,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,31,31,31,17,33,17,31,31,31,31,31,33,33,31,31,31,33,31,31,33,33,33,17,17,31,31,33,33,33,33,33,33,17,31,33,31,33"
1431,49.02,46.33,"11.33,15.76,18.06,19.65,21.22,22.66,23.90,24.92,25.48,26.12,26.62,27.04,27.44,27.87,28.35,28.81,29.25,29.62,29.91,30.15,30.41,30.69,30.99,31.26,31.51,31.74,31.93,32.08,32.23,32.39,32.57,32.74,32.93,33.07,33.19,33.29,33.40,33.52,33.66,33.80,33.93,34.05,34.15,34.24,34.34,34.44,34.56,34.69,34.80,34.92,35.02,35.10,35.19,35.27,35.36,35.45,35.58,35.69,35.79,35.86,35.93,36.00,36.08,36.18","0.7286,0.7284,0.7217,0.7070","1.0459,1.0322,1.0019,0.9199,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1432,40.68,34.31,"11.97,14.37,16.17,17.49,18.49,19.27,19.85,20.32,20.73,21.00,21.19,21.37,21.56,21.77,22.01,22.27,22.50,22.66,22.78,22.88,22.99,23.12,23.27,23.44,23.60,23.71,23.80,23.88,24.14,24.14,24.14,24.29,24.42,24.51,24.58,24.64,24.71,24.80,24.89,25.01,25.11,25.18,25.24,25.29,25.35,25.41,25.49,25.59,25.67,25.74,25.79,25.84,25.88,25.93,26.00,26.08,26.16,26.21,26.25,26.30,26.33,26.38,26.43,26.51","0.7217,0.7174,0.7001,0.6758","1.2129,1.1719,0.8184,0.7964,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,18,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1433,43.09,34.69,"8.84,9.77,10.41,10.90,11.34,11.75,12.10,12.42,12.66,12.86,13.02,13.14,13.26,13.40,13.55,13.72,13.84,13.95,14.05,14.13,14.19,14.26,14.35,14.46,14.54,14.61,14.67,14.73,14.78,14.83,14.89,14.96,15.01,15.08,15.13,15.17,15.21,15.25,15.29,15.35,15.40,15.49,15.60,15.66,15.72,15.77,15.80,15.86,15.90,16.00,16.09,16.15,16.19,16.22,16.25,16.30,16.32,16.40,16.47,16.52,16.56,16.61,16.64,16.70","0.6065,0.6035,0.5971,0.5528","1.0537,1.0049,0.9962,0.9448,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,9,9,1","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,17,17,33,33,33,33,33,33,17,17,17,17,33,33,33,33,33,17,33,33,33,33,17,33,17,17,17,33,17,17,17,33,17,17,17,33,17,17,17,17"
1434,69.58,47.40,"11.37,15.49,17.51,19.36,20.94,22.03,22.87,23.93,24.68,25.07,25.40,25.79,26.18,26.48,26.78,27.28,27.76,27.99,28.18,28.41,28.63,28.82,29.00,29.31,29.59,29.73,29.86,30.01,30.15,30.28,30.40,30.63,30.85,30.98,31.08,31.20,31.32,31.41,31.51,31.69,31.88,31.97,32.06,32.16,32.26,32.33,32.40,32.54,32.69,32.78,32.86,32.94,33.02,33.08,33.15,33.27,33.42,33.50,33.56,33.64,33.72,33.79,33.85,33.96","0.4608,0.4607,0.4600,0.4580","1.0264,1.0000,0.9981,0.9751,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,13,4","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1435,71.24,52.19,"10.58,16.16,20.51,21.96,23.45,25.02,26.35,27.45,29.28,29.98,30.46,30.90,31.33,31.72,32.06,32.44,32.74,33.07,33.35,33.59,33.79,33.98,34.20,34.55,34.86,35.08,35.23,35.38,35.57,35.75,35.92,36.12,36.26,36.43,36.45,36.60,36.73,36.79,36.89,37.00,37.28,37.44,37.55,37.66,37.77,37.88,37.97,38.11,38.23,38.36,38.46,38.56,38.65,38.73,38.81,38.90,39.05,39.18,39.28,39.36,39.44,39.51,39.55,39.63","0.4849,0.4849,0.4847,0.4824","1.0146,1.0000,0.9975,0.9873,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","25,41,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27,25,25,31,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,31,25"
1436,70.56,47.77,"10.55,14.60,17.48,19.40,21.01,22.25,23.34,24.31,24.87,25.26,25.63,26.07,26.49,26.78,27.19,27.63,27.88,28.21,28.50,28.73,28.95,29.14,29.38,29.65,29.76,29.98,30.18,30.37,30.52,30.68,30.84,31.02,31.09,31.29,31.45,31.61,31.77,31.90,32.03,32.18,32.21,32.27,32.40,32.57,32.56,32.50,32.53,32.81,32.92,33.04,33.19,33.29,33.38,33.45,33.52,33.60,33.65,33.77,33.90,33.99,34.06,34.14,34.21,34.26","0.4726,0.4725,0.4721,0.4716","1.0146,1.0029,0.9961,0.9859,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,12","25,31,31,31,25,31,25,25,31,31,31,31,31,25,25,25,31,31,31,25,31,25,25,25,25,31,31,31,31,31,25,25,33,31,31,31,31,31,25,25,31,31,31,31,17,17,25,25,25,31,31,33,33,33,33,25,31,31,31,33,33,33,33,33"
1437,73.12,51.35,"11.26,16.72,20.02,22.78,24.66,26.62,28.17,29.24,30.06,31.08,31.60,32.09,32.58,32.99,33.35,33.77,34.02,34.31,34.58,34.80,35.04,35.29,35.56,35.84,36.04,36.25,36.46,36.64,36.80,36.96,37.14,37.32,37.45,37.60,37.76,37.91,38.02,38.15,38.28,38.44,38.55,38.66,38.78,38.89,38.98,39.07,39.18,39.31,39.32,39.38,39.52,39.66,39.66,39.65,39.65,39.64,39.64,39.73,39.75,39.80,39.90,40.02,40.11,40.19","0.5064,0.5062,0.5059,0.5058","1.0059,1.0000,0.9990,0.9951,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,9","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,16,32,32,32,16,49,49,1,16,16,16,32,32,32,32,32"
1438,81.20,54.09,"11.24,17.46,21.83,23.70,25.25,26.57,27.74,28.70,29.41,30.02,30.42,30.71,31.04,31.35,31.64,31.99,32.42,32.72,32.96,33.18,33.41,33.58,33.77,34.04,34.36,34.56,34.78,34.97,35.14,35.29,35.42,35.59,35.82,35.98,36.13,36.27,36.40,36.51,36.60,36.74,36.93,37.08,37.17,37.32,37.44,37.53,37.61,37.71,37.87,38.00,38.09,38.20,38.30,38.39,38.47,38.56,38.69,38.80,38.88,38.95,39.04,39.12,39.18,39.25","0.4612,0.4612,0.4609,0.4608","1.0166,1.0049,0.9951,0.9834,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","25,39,25,39,25,31,25,25,25,39,39,31,25,31,25,25,25,31,39,25,25,25,31,25,25,25,39,39,25,25,25,25,25,25,39,31,25,25,25,25,25,25,25,39,25,25,25,25,25,25,25,39,25,25,25,25,25,25,25,25,25,25,25,25"
1439,64.48,53.43,"10.78,17.72,21.28,23.77,25.83,27.37,28.65,29.58,30.19,30.71,31.11,31.44,31.83,32.21,32.65,33.07,33.44,33.77,34.00,34.18,34.41,34.66,34.94,35.23,35.48,35.71,35.88,36.01,36.18,36.37,36.56,36.76,36.96,37.14,37.27,37.37,37.50,37.65,37.79,37.96,38.11,38.26,38.36,38.44,38.56,38.67,38.79,38.92,39.05,39.17,39.26,39.34,39.43,39.53,39.63,39.74,39.84,39.96,40.03,40.09,40.18,40.26,40.35,40.44","0.8005,0.8004,0.8003,0.8002","1.0039,1.0000,1.0000,0.9955,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31"
1440,62.67,54.10,"9.94,16.71,20.91,24.00,25.54,26.72,27.40,28.15,28.92,29.67,30.12,30.50,30.96,31.39,31.84,32.25,32.64,32.96,33.23,33.46,33.69,33.95,34.27,34.57,34.80,35.03,35.24,35.40,35.56,35.75,35.97,36.19,36.37,36.55,36.70,36.82,36.94,37.08,37.25,37.43,37.55,37.68,37.80,37.90,37.99,38.10,38.24,38.39,38.49,38.59,38.68,38.76,38.84,38.94,39.04,39.17,39.24,39.32,39.41,39.47,39.54,39.62,39.71,39.81","0.8088,0.8087,0.8085,0.8079","1.0019,1.0009,0.9993,0.9980,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,0,0,0","31,31,62,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,31,31,31,31,31,31,31,31,31,31,31,31"
1447,53.31,39.47,"9.87,12.56,13.97,14.79,15.41,15.97,16.51,16.89,17.36,17.64,17.88,18.19,18.44,18.64,18.87,19.20,19.40,19.54,19.64,19.77,19.93,20.07,20.22,20.44,20.59,20.70,20.79,20.89,21.01,21.16,21.32,21.51,21.65,21.73,21.80,21.88,21.97,22.05,22.17,22.33,22.43,22.50,22.54,22.60,22.67,22.73,22.80,22.92,23.02,23.08,23.13,23.18,23.25,23.31,23.37,23.47,23.55,23.60,23.65,23.71,23.77,23.84,23.92,24.04","0.5859,0.5855,0.5848,0.5771","1.0781,1.0127,0.9619,0.9473,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,3,5,13","40,24,40,40,24,24,24,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,24,24,24,40,40,40,40,40,24,24,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,40,40,40"
1448,60.91,43.58,"9.78,13.97,15.78,16.73,17.30,17.87,18.19,18.51,19.12,19.69,20.02,20.28,20.58,20.68,20.96,21.35,21.57,21.84,22.11,22.24,22.46,22.65,22.80,23.04,23.22,23.40,23.56,23.64,23.82,23.93,24.14,24.31,24.44,24.59,24.71,24.89,24.95,25.05,25.18,25.27,25.35,25.48,25.59,25.72,25.80,25.92,26.04,26.12,26.22,26.29,26.38,26.49,26.54,26.62,26.71,26.79,26.87,26.92,27.00,27.13,27.20,27.27,27.33,27.36","0.5034,0.5034,0.5024,0.5015","1.0195,1.0176,1.0088,0.9546,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,13,5,5","15,15,56,56,56,56,56,56,15,15,15,15,56,56,56,56,15,15,56,56,56,56,56,56,15,15,15,56,56,56,56,56,15,15,15,56,56,56,56,56,15,56,15,56,56,56,56,56,15,56,15,56,56,56,56,56,15,56,56,56,56,56,56,56"
