ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
1019,57.78,48.10,"10.13,15.90,17.72,19.01,19.99,20.80,21.70,22.36,22.97,23.54,23.92,24.22,24.44,24.68,24.94,25.29,25.50,25.82,26.10,26.32,26.49,26.60,27.04,27.28,27.66,28.00,28.25,28.44,28.63,28.78,28.98,29.13,29.24,29.45,29.63,29.83,30.00,30.14,30.26,30.40,30.52,30.65,30.78,30.88,30.98,31.08,31.18,31.27,31.37,31.46,31.55,31.63,31.71,31.78,31.84,31.91,31.97,32.05,32.13,32.20,32.28,32.34,32.39,32.44","0.6206,0.6204,0.6191,0.6157","1.0146,1.0039,0.9984,0.9834,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,13,4,4","17,59,17,17,17,49,17,17,59,17,17,59,59,49,17,49,17,17,17,59,59,59,17,17,17,17,17,17,59,59,17,17,59,17,17,17,49,17,17,17,59,17,17,59,59,17,17,17,59,17,59,59,59,59,17,17,59,17,17,17,17,59,59,17"
1020,48.02,42.35,"10.77,16.21,17.94,18.84,19.99,20.66,21.33,21.89,22.42,22.85,23.17,23.44,23.66,23.92,24.30,24.63,25.02,25.28,25.47,25.61,25.80,25.99,26.19,26.40,26.62,26.79,26.93,27.05,27.18,27.31,27.45,27.61,27.79,27.94,28.04,28.13,28.23,28.33,28.44,28.58,28.72,28.83,28.92,29.00,29.07,29.15,29.25,29.36,29.47,29.57,29.64,29.70,29.77,29.84,29.93,30.02,30.12,30.20,30.26,30.31,30.36,30.42,30.49,30.57","0.7261,0.7256,0.7193,0.6964","1.0703,1.0557,0.9629,0.9116,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","18,2,18,18,2,18,18,18,2,2,2,18,2,18,2,18,18,18,18,18,2,2,18,18,18,2,2,2,2,2,18,18,18,18,2,18,2,2,2,18,18,18,18,2,2,2,18,18,18,18,18,2,2,2,2,18,18,18,18,2,18,18,2,18"
1021,61.97,48.08,"10.64,17.50,19.74,21.41,22.43,23.36,24.08,24.84,25.32,25.69,26.17,26.55,26.92,27.35,27.70,27.94,28.26,28.51,28.76,28.97,29.20,29.42,29.65,29.88,30.07,30.22,30.43,30.58,30.75,30.90,31.14,31.28,31.44,31.49,31.65,31.78,31.91,32.03,32.20,32.36,32.46,32.60,32.68,32.76,32.85,32.93,33.16,33.27,33.35,33.41,33.45,33.54,33.63,33.73,33.86,33.93,34.07,34.14,34.16,34.21,34.28,34.39,34.50,34.53","0.5825,0.5825,0.5820,0.5802","1.0137,1.0117,0.9888,0.9858,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,1,9","10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10"
1022,45.02,44.46,"11.37,15.35,17.53,19.59,21.17,22.19,23.09,23.89,24.42,24.79,25.33,25.47,25.90,26.11,26.46,26.81,26.98,27.23,27.40,27.59,27.81,28.12,28.26,28.44,28.66,28.78,28.99,28.96,29.11,29.28,29.39,29.73,29.78,30.00,30.17,30.08,30.17,30.16,30.26,30.31,30.56,30.73,30.80,30.87,30.95,31.04,31.13,31.20,31.33,31.50,31.56,31.63,31.70,31.78,31.83,31.87,32.01,32.12,32.15,32.21,32.29,32.39,32.42,32.45","0.7256,0.7251,0.7211,0.6484","1.1055,1.0488,1.0166,0.8291,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","18,18,18,18,18,18,18,18,18,18,8,18,18,18,18,18,18,18,18,18,18,8,18,18,18,18,18,18,18,18,18,8,18,18,18,57,24,18,18,18,18,18,8,8,8,18,18,18,18,18,8,8,8,18,18,18,18,18,8,8,8,18,8,8"
1023,49.08,39.87,"11.13,14.77,16.59,18.15,19.28,20.11,20.73,21.45,21.93,22.31,22.63,22.91,23.19,23.43,23.74,24.07,24.31,24.54,24.74,24.92,25.07,25.21,25.36,25.57,25.78,25.92,26.07,26.19,26.25,26.36,26.51,26.68,26.73,27.00,27.13,27.19,27.30,27.36,27.49,27.62,27.78,27.89,28.01,28.05,28.15,28.27,28.35,28.49,28.60,28.72,28.81,28.91,28.94,28.97,29.00,29.10,29.20,29.30,29.35,29.37,29.43,29.47,29.48,29.48","0.6289,0.6279,0.6239,0.6127","1.0957,1.0488,0.9849,0.8701,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,1,9","17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,16,16,17,17,17,17,19,19,19,16,16"
1024,43.28,36.06,"10.17,12.27,14.00,15.11,16.05,16.89,17.62,18.34,18.77,19.10,19.34,19.58,19.82,20.06,20.28,20.53,20.78,20.99,21.18,21.36,21.51,21.66,21.80,21.94,22.14,22.29,22.42,22.56,22.69,22.80,22.91,23.03,23.18,23.29,23.37,23.47,23.57,23.66,23.75,23.85,23.97,24.06,24.14,24.22,24.31,24.38,24.45,24.53,24.66,24.77,24.84,24.94,25.01,25.10,25.16,25.22,25.36,25.46,25.53,25.60,25.68,25.75,25.81,25.88","0.7486,0.7466,0.7335,0.7333","1.0996,1.0098,0.9756,0.9155,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,12","10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10"
1025,68.42,47.49,"9.69,15.46,18.49,20.08,21.34,22.40,23.31,23.99,24.67,25.20,25.60,25.94,26.24,26.56,26.80,27.00,27.40,27.69,28.01,28.26,28.47,28.65,28.87,29.23,29.42,29.73,29.97,30.13,30.33,30.46,30.54,30.82,30.91,31.13,31.37,31.46,31.52,31.58,31.63,31.76,31.87,31.91,32.02,32.16,32.25,32.31,32.36,32.37,32.45,32.53,32.58,32.65,32.75,32.84,32.92,32.97,33.07,33.14,33.18,33.23,33.31,33.42,33.56,33.68","0.4761,0.4761,0.4756,0.4752","1.0176,1.0127,1.0088,0.9614,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,0,8,0","25,9,25,25,25,25,25,25,25,25,25,9,25,25,25,25,25,25,25,25,9,25,25,25,9,25,25,25,25,9,31,25,25,25,25,9,9,9,25,9,25,25,9,25,25,9,9,9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
1026,27.96,26.96,"10.77,12.05,13.30,14.39,15.31,16.09,16.74,17.30,17.71,17.98,18.15,18.31,18.47,18.67,18.89,19.15,19.38,19.54,19.66,19.75,19.84,19.95,20.09,20.24,20.41,20.53,20.62,20.69,20.75,20.82,20.92,21.03,21.16,21.26,21.33,21.38,21.43,21.49,21.56,21.65,21.75,21.83,21.89,21.94,21.98,22.02,22.07,22.14,22.24,22.30,22.36,22.40,22.43,22.47,22.52,22.57,22.65,22.71,22.76,22.79,22.82,22.85,22.88,22.93","1.2657,1.2421,0.8902,0.6024","1.8184,1.7706,0.4116,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1027,45.75,36.74,"11.11,16.37,18.04,19.36,19.83,20.71,21.22,21.49,21.99,22.26,22.49,22.77,22.93,23.29,23.58,23.64,23.91,24.03,24.16,24.43,24.60,24.82,24.93,24.94,25.09,25.10,25.20,25.31,25.57,25.86,25.99,25.99,26.04,26.15,26.30,26.35,26.48,26.50,26.49,26.56,26.60,26.61,26.62,26.71,26.80,26.83,27.02,27.12,27.13,27.28,27.28,27.29,27.32,27.51,27.59,27.66,27.67,27.67,27.69,27.75,27.81,27.90,28.08,28.18","0.6703,0.6700,0.6573,0.6552","1.1025,1.0762,1.0029,0.8184,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27,25,31,25,25,25,25,25,27,25,25,25,25,25,9,9,25,25,31,27,25,25,31,25,25,25,25,27,27,25,25,25,31,9,27,25,25,9,25,25,25"
1028,34.30,32.52,"10.07,11.31,12.26,13.01,13.88,14.52,15.10,15.60,15.94,16.23,16.52,16.75,17.03,17.28,17.44,17.72,17.92,18.21,18.34,18.49,18.68,18.84,19.03,19.19,19.36,19.50,19.63,19.78,19.91,20.05,20.16,20.31,20.43,20.53,20.63,20.73,20.84,20.94,21.05,21.18,21.27,21.37,21.44,21.50,21.60,21.72,21.80,21.90,21.95,21.94,21.96,22.08,22.21,22.34,22.39,22.44,22.50,22.53,22.54,22.63,22.73,22.78,22.85,22.85","1.0283,1.0215,0.9868,0.9630","1.2324,0.9961,0.9277,0.8443,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,9,0","33,17,17,17,17,33,33,33,17,33,17,17,17,17,33,17,33,17,33,17,17,17,17,33,33,17,17,17,17,17,17,17,33,33,17,17,17,17,17,33,33,17,17,17,17,17,17,17,33,17,17,17,17,33,33,17,33,48,17,17,17,17,17,0"
1029,34.72,31.45,"10.52,12.13,13.12,14.01,14.80,15.37,15.89,16.38,16.77,17.04,17.24,17.44,17.64,17.86,18.11,18.38,18.64,18.80,18.93,19.05,19.20,19.32,19.49,19.66,19.83,19.96,20.07,20.13,20.22,20.33,20.44,20.48,20.71,20.81,20.87,20.99,21.06,21.14,21.24,21.36,21.48,21.57,21.65,21.72,21.79,21.87,21.91,22.00,22.03,22.04,22.03,22.05,22.05,22.04,22.16,22.25,22.36,22.42,22.48,22.53,22.58,22.65,22.68,22.76","1.0371,1.0321,1.0070,0.9241","1.2939,1.1172,1.0879,0.5015,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,16,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,39,39,39,39,39,33,33,33,33,33,33,33,33,33,33,33"
1047,45.60,36.74,"10.29,11.96,13.36,14.38,15.16,15.83,16.45,17.01,17.44,17.70,17.91,18.10,18.29,18.51,18.78,19.06,19.29,19.44,19.57,19.69,19.80,19.93,20.11,20.30,20.44,20.55,20.64,20.72,20.81,20.91,21.04,21.18,21.29,21.36,21.44,21.50,21.57,21.65,21.76,21.87,21.95,22.01,22.07,22.12,22.18,22.25,22.35,22.44,22.51,22.56,22.61,22.65,22.70,22.77,22.85,22.97,23.03,23.08,23.12,23.16,23.20,23.26,23.34,23.49","0.7080,0.7069,0.7046,0.6856","1.1777,1.0996,0.8691,0.8540,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,13","34,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34"
1048,24.75,21.21,"9.86,11.25,12.15,12.81,13.29,13.64,13.89,14.06,14.14,14.27,14.43,14.59,14.75,14.89,15.00,15.07,15.12,15.19,15.28,15.38,15.47,15.56,15.63,15.72,15.76,15.81,15.88,15.95,16.02,16.08,16.16,16.28,16.31,16.35,16.40,16.46,16.51,16.56,16.63,16.75,16.78,16.82,16.86,16.91,16.95,16.99,17.06,17.18,17.20,17.24,17.27,17.31,17.35,17.39,17.45,17.57,17.59,17.62,17.65,17.68,17.72,17.75,17.82,17.92","1.2031,1.0369,1.0039,0.7557","1.6963,1.2754,0.7236,0.3054,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,8,0,0","38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38"
1049,22.93,21.03,"9.10,10.74,11.82,12.59,13.16,13.57,13.84,14.03,14.11,14.25,14.42,14.61,14.79,14.97,15.15,15.31,15.39,15.50,15.61,15.72,15.83,15.96,16.09,16.21,16.29,16.37,16.45,16.53,16.61,16.71,16.82,16.91,16.97,17.04,17.10,17.16,17.23,17.32,17.40,17.47,17.53,17.59,17.64,17.69,17.74,17.82,17.88,17.94,17.99,18.04,18.08,18.12,18.18,18.24,18.30,18.34,18.38,18.43,18.46,18.50,18.55,18.60,18.65,18.68","2.0426,1.9570,0.0001,0.0001","2.0859,1.9150,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,8,8,8","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
1050,23.97,21.21,"11.33,12.52,13.26,13.81,14.22,14.55,14.81,15.00,15.12,15.26,15.40,15.55,15.69,15.82,15.93,16.01,16.08,16.16,16.24,16.33,16.41,16.49,16.56,16.61,16.66,16.72,16.77,16.84,16.90,16.95,17.00,17.06,17.11,17.15,17.19,17.25,17.30,17.34,17.39,17.43,17.49,17.52,17.56,17.60,17.64,17.67,17.72,17.76,17.81,17.84,17.85,17.89,17.93,17.97,18.01,18.07,18.09,18.13,18.15,18.19,18.21,18.24,18.28,18.35","1.3973,1.2901,0.8590,0.4536","1.9316,1.1025,0.9653,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,4,15,15","38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,30,38,38,38,38,38,30,38,38,38,38,38,38,38,38,38,30,38,38,38,38"
1051,28.01,22.80,"10.00,11.64,12.78,13.75,14.53,15.08,15.43,15.63,15.95,16.11,16.26,16.46,16.69,16.89,17.02,17.11,17.28,17.37,17.46,17.59,17.73,17.84,17.92,17.98,18.08,18.14,18.21,18.31,18.41,18.48,18.52,18.59,18.65,18.69,18.76,18.84,18.92,18.96,19.01,19.09,19.13,19.17,19.23,19.30,19.35,19.38,19.43,19.54,19.57,19.61,19.67,19.73,19.77,19.79,19.86,19.99,20.01,20.07,20.12,20.16,20.20,20.23,20.30,20.46","1.1159,1.0780,1.0047,0.8007","1.6524,1.4649,0.8828,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,11,11,11","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31"
1052,27.79,23.72,"11.02,12.32,13.16,13.78,14.26,14.71,15.18,15.63,15.89,16.10,16.27,16.43,16.61,16.83,17.08,17.35,17.51,17.64,17.74,17.83,17.95,18.09,18.27,18.46,18.57,18.65,18.73,18.79,18.88,18.99,19.13,19.28,19.36,19.42,19.48,19.53,19.60,19.69,19.80,19.93,20.00,20.04,20.08,20.13,20.19,20.27,20.36,20.46,20.51,20.55,20.59,20.63,20.69,20.76,20.83,20.92,20.96,20.98,21.02,21.06,21.11,21.16,21.23,21.31","1.2538,1.2110,1.1994,0.3359","1.7363,1.6689,0.5952,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,11,11,11","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
1053,48.13,45.23,"10.94,17.63,19.59,21.23,22.31,23.39,24.33,25.17,25.76,26.21,26.51,26.76,27.11,27.47,27.91,28.25,28.62,28.88,29.02,29.16,29.34,29.58,29.81,30.09,30.33,30.43,30.58,30.64,30.76,30.88,31.10,31.28,31.41,31.58,31.61,31.67,31.73,32.09,32.22,32.28,32.56,32.61,32.65,32.83,32.83,32.88,33.01,33.21,33.26,33.41,33.41,33.56,33.54,33.53,33.58,33.74,33.91,33.91,33.90,33.91,33.90,33.89,33.89,33.90","0.7612,0.7606,0.7583,0.7339","1.0332,0.9907,0.9878,0.9873,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,9,0","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,39,33,33,33,33,39,33,39,39,33,39,33,33,33,39,33,17,33,27,27,33,33,33,39,27,27,17,27,39,27"
