ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
1054,28.87,27.26,"10.57,11.84,13.03,14.07,14.94,15.66,16.26,16.75,17.12,17.37,17.54,17.70,17.88,18.10,18.34,18.58,18.78,18.93,19.03,19.12,19.22,19.36,19.51,19.67,19.81,19.91,19.98,20.05,20.13,20.22,20.33,20.45,20.56,20.64,20.69,20.74,20.80,20.88,20.97,21.05,21.13,21.19,21.23,21.27,21.32,21.39,21.46,21.53,21.60,21.65,21.69,21.72,21.76,21.82,21.88,21.94,22.00,22.04,22.07,22.10,22.14,22.20,22.25,22.30","1.1632,1.1463,1.0157,0.6743","1.6299,1.5566,0.8130,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1055,29.36,32.86,"11.77,13.92,15.72,17.06,18.09,18.88,19.50,19.98,20.39,20.65,20.83,21.00,21.23,21.42,21.67,22.06,22.29,22.43,22.55,22.66,22.77,22.91,23.07,23.26,23.42,23.52,23.61,23.68,23.77,23.86,23.98,24.14,24.25,24.34,24.40,24.46,24.53,24.61,24.70,24.83,24.93,24.99,25.04,25.09,25.14,25.20,25.29,25.40,25.48,25.53,25.57,25.62,25.68,25.72,25.79,25.89,25.96,26.00,26.05,26.08,26.12,26.18,26.24,26.35","1.2578,1.2490,1.0374,0.3222","1.7598,1.5644,0.6758,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1056,29.57,30.39,"11.07,13.06,14.80,16.12,17.15,17.98,18.64,19.18,19.59,19.85,20.02,20.18,20.37,20.59,20.85,21.06,21.27,21.42,21.53,21.61,21.72,21.85,22.00,22.16,22.30,22.41,22.48,22.55,22.63,22.72,22.84,22.96,23.07,23.15,23.21,23.26,23.32,23.39,23.49,23.60,23.69,23.75,23.79,23.84,23.89,23.96,24.03,24.14,24.20,24.25,24.30,24.34,24.38,24.43,24.50,24.60,24.65,24.70,24.73,24.77,24.81,24.85,24.92,25.01","1.4432,1.4358,1.1220,0.0001","1.7666,1.7197,0.5137,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
1057,28.57,31.99,"11.44,13.60,15.40,16.76,17.82,18.66,19.35,19.93,20.33,20.58,20.77,20.93,21.11,21.33,21.59,21.86,22.05,22.21,22.31,22.40,22.49,22.63,22.79,22.95,23.10,23.20,23.27,23.34,23.41,23.50,23.62,23.76,23.86,23.94,24.00,24.06,24.11,24.19,24.28,24.40,24.48,24.54,24.60,24.64,24.69,24.76,24.83,24.93,25.00,25.05,25.10,25.14,25.18,25.23,25.30,25.39,25.46,25.51,25.54,25.57,25.61,25.66,25.72,25.81","1.4863,1.4729,1.0409,0.0001","1.4804,1.4639,1.0556,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,0,0","33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1058,50.54,46.36,"10.23,15.88,18.26,19.76,20.73,21.30,21.88,22.47,22.94,23.42,23.76,24.08,24.37,24.64,24.92,25.20,25.47,25.93,26.20,26.42,26.72,26.91,27.09,27.27,27.50,27.69,27.85,27.97,28.08,28.19,28.31,28.44,28.58,28.80,28.91,29.15,29.28,29.35,29.51,29.61,29.75,29.87,30.03,30.12,30.21,30.29,30.37,30.45,30.64,30.74,30.84,30.95,31.00,31.12,31.18,31.26,31.34,31.43,31.51,31.58,31.64,31.68,31.74,31.79","0.7676,0.7674,0.7651,0.7626","1.0166,1.0137,0.9946,0.9751,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","18,49,49,18,18,49,18,16,16,49,18,49,18,18,18,18,16,49,49,49,49,18,49,18,18,18,18,18,18,18,18,18,16,49,18,49,49,16,49,18,49,18,49,18,49,18,18,16,49,18,49,49,18,49,18,18,18,18,18,18,49,18,18,18"
1059,55.43,47.49,"10.12,14.95,17.03,18.38,19.53,20.33,20.92,21.37,22.08,22.60,22.94,23.41,23.81,24.12,24.44,24.72,25.06,25.43,25.72,25.98,26.18,26.41,26.59,26.79,27.07,27.31,27.51,27.66,27.79,27.91,28.08,28.23,28.40,28.59,28.74,28.92,29.03,29.13,29.27,29.39,29.57,29.72,29.84,29.96,30.05,30.17,30.27,30.37,30.52,30.65,30.75,30.85,30.93,31.01,31.11,31.19,31.32,31.44,31.53,31.60,31.67,31.75,31.83,31.91","0.6231,0.6231,0.6225,0.6186","1.0322,1.0098,1.0058,0.9522,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,10,4","26,58,9,9,9,26,9,26,58,58,9,9,9,9,26,26,58,26,58,9,9,9,26,26,26,58,58,58,58,9,9,9,26,26,58,9,58,9,9,9,26,26,58,9,58,9,9,26,26,26,58,58,58,9,9,9,26,26,58,58,58,9,9,9"
1060,58.36,48.03,"9.62,14.20,16.83,18.13,19.34,20.47,21.24,21.84,22.54,23.03,23.58,23.77,24.06,24.38,24.67,24.80,25.20,25.54,25.84,26.22,26.57,26.89,27.07,27.20,27.39,27.61,27.80,28.06,28.21,28.32,28.47,28.62,28.79,28.94,29.09,29.25,29.33,29.42,29.54,29.67,29.79,29.94,30.09,30.20,30.28,30.37,30.50,30.58,30.68,30.78,30.89,31.02,31.11,31.17,31.26,31.35,31.46,31.55,31.64,31.74,31.83,31.90,31.96,32.04","0.6108,0.6104,0.6103,0.6056","1.0195,1.0107,1.0049,0.9648,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,1,9,1","26,58,16,10,10,16,16,16,58,58,58,10,10,16,10,26,16,16,16,26,16,10,26,26,58,58,10,10,58,26,10,26,16,58,10,58,26,58,10,26,16,16,10,10,58,58,10,26,26,58,16,10,10,58,10,26,16,58,16,10,10,58,10,26"
1061,54.40,43.34,"10.03,14.40,16.28,17.09,18.19,18.85,19.61,20.06,20.51,20.96,21.40,21.61,22.02,22.39,22.69,22.99,23.17,23.44,23.63,23.90,24.12,24.32,24.49,24.78,24.93,25.13,25.28,25.46,25.58,25.79,25.95,26.06,26.17,26.33,26.39,26.61,26.64,26.84,26.90,27.03,27.08,27.20,27.18,27.38,27.35,27.54,27.54,27.68,27.72,27.82,27.73,27.99,27.94,28.11,28.10,28.11,28.09,28.15,28.32,28.29,28.45,28.50,28.63,28.70","0.5835,0.5830,0.5821,0.5785","1.0400,1.0058,0.9815,0.9722,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,13","9,9,9,9,9,9,9,26,9,9,9,24,9,9,9,9,26,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,9,9,9,26,24,41,9,41,24,9,9,24,24,41,24,41,24,41,24,41,24,9,26,9,9,9,9"
1062,46.49,39.80,"10.17,14.61,16.37,17.70,18.67,19.52,20.22,20.80,21.29,21.67,22.01,22.27,22.52,22.80,23.10,23.38,23.66,23.88,24.08,24.22,24.40,24.57,24.77,24.92,25.12,25.27,25.42,25.54,25.66,25.76,25.91,26.00,26.06,26.20,26.27,26.44,26.58,26.66,26.78,26.84,26.92,27.02,27.15,27.24,27.34,27.41,27.50,27.56,27.62,27.72,27.81,27.88,27.96,28.02,28.10,28.25,28.37,28.47,28.57,28.62,28.68,28.74,28.83,28.97","0.7773,0.7770,0.7712,0.7705","1.1074,1.0508,1.0039,0.8374,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,1","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,25,9,9,9,9,9,9,9,25,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9"
1063,37.67,35.22,"11.08,13.49,15.09,16.06,17.02,17.79,18.24,18.86,19.28,19.61,19.84,20.07,20.33,20.57,20.83,21.13,21.42,21.61,21.77,21.92,22.07,22.22,22.36,22.52,22.66,22.75,22.90,23.00,23.08,23.15,23.27,23.41,23.49,23.56,23.66,23.76,23.83,23.88,23.94,23.99,24.06,24.14,24.23,24.29,24.34,24.38,24.46,24.58,24.64,24.68,24.72,24.76,24.80,24.85,24.90,24.94,25.02,25.06,25.10,25.14,25.18,25.21,25.25,25.34","0.9171,0.9152,0.9050,0.7967","1.2119,1.0615,0.9355,0.7910,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,1,9","17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,17,1,1,1,17,17,17,1,1,1,1,1,17,17,1,1,1,1,1,1,17,17,1,1,1,1,1,1,1,1,17,1,1,1,1,1,1,17"
1064,46.18,42.08,"11.48,17.70,19.97,22.11,23.67,24.71,25.58,26.40,26.76,27.23,27.57,27.86,28.12,28.40,28.71,28.99,29.23,29.42,29.61,29.81,30.01,30.23,30.43,30.61,30.70,30.81,30.98,31.12,31.26,31.40,31.46,31.59,31.69,31.85,31.98,32.08,32.19,32.26,32.40,32.57,32.72,32.87,32.96,33.05,33.14,33.22,33.33,33.43,33.50,33.56,33.63,33.73,33.81,33.90,33.98,34.04,34.11,34.20,34.27,34.33,34.36,34.41,34.46,34.60","0.7691,0.7689,0.7665,0.7435","1.1240,0.9922,0.9463,0.9375,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,17,9,9,9,9,17,9,17,9,9,9,9,17,9,9,9,9,9,9,9,9,9,9,9,17,9,9,9,9,9,9,9,9,9,9,9,9,17,9"
1065,66.05,45.81,"10.18,15.61,18.02,19.54,20.56,21.54,22.24,22.72,23.60,23.91,24.27,24.74,24.92,25.29,25.74,26.02,26.12,26.30,26.53,26.72,26.99,27.35,27.47,27.58,27.75,27.86,27.98,28.13,28.32,28.50,28.64,28.74,28.92,29.06,29.19,29.24,29.32,29.38,29.49,29.62,29.70,29.77,29.86,30.03,30.17,30.20,30.26,30.31,30.46,30.57,30.61,30.66,30.70,30.73,30.81,30.90,30.97,31.01,31.04,31.08,31.12,31.18,31.27,31.35","0.5025,0.5024,0.5019,0.5015","1.0263,1.0224,0.9961,0.9546,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,12","18,32,32,32,32,32,32,32,18,32,32,18,18,32,32,32,32,32,18,32,32,32,18,32,32,16,32,18,32,32,32,32,18,32,32,16,16,32,18,32,32,32,18,32,32,16,32,32,18,32,32,16,16,32,18,32,32,16,16,16,32,18,32,32"
1066,27.51,27.43,"11.36,12.83,14.22,15.35,16.25,16.98,17.57,18.06,18.43,18.70,18.89,19.04,19.20,19.42,19.66,19.89,20.08,20.24,20.36,20.46,20.55,20.67,20.82,20.97,21.11,21.22,21.30,21.38,21.45,21.52,21.63,21.74,21.85,21.94,22.00,22.06,22.11,22.18,22.25,22.36,22.43,22.51,22.56,22.62,22.65,22.70,22.77,22.84,22.90,22.97,23.01,23.03,23.08,23.12,23.16,23.23,23.30,23.36,23.43,23.44,23.47,23.50,23.53,23.60","1.4775,1.4475,1.0742,0.0001","1.5002,1.4463,1.0537,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,33,24,33,33,24,33,33,24,24,33,24,24,24,24,24,33,33,33,24,24"
1067,29.09,26.58,"10.67,12.29,13.74,14.82,15.62,16.20,16.67,17.12,17.49,17.75,17.96,18.16,18.36,18.57,18.80,19.03,19.24,19.39,19.52,19.63,19.76,19.88,20.02,20.17,20.31,20.43,20.52,20.60,20.70,20.77,20.87,20.99,21.10,21.19,21.26,21.33,21.39,21.46,21.54,21.64,21.72,21.80,21.85,21.90,21.96,22.01,22.07,22.14,22.23,22.29,22.34,22.40,22.43,22.50,22.55,22.59,22.69,22.71,22.78,22.80,22.86,22.88,22.93,22.98","1.2978,1.2863,1.1115,0.3047","1.8349,1.5381,0.6270,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,1","25,32,25,32,25,25,25,25,25,25,25,32,32,25,32,25,25,32,25,32,32,25,32,25,25,32,32,32,25,25,32,25,25,32,32,32,25,25,25,25,32,25,25,32,32,32,25,32,25,32,25,32,25,32,32,25,32,32,32,25,32,32,32,25"
1068,36.00,32.82,"10.73,12.43,13.88,15.02,15.77,16.42,17.11,17.78,18.06,18.31,18.59,18.80,18.95,19.20,19.56,19.83,19.98,20.21,20.37,20.46,20.60,20.84,21.03,21.09,21.37,21.51,21.62,21.77,21.96,22.08,22.18,22.32,22.41,22.45,22.61,22.72,22.73,22.73,22.87,23.03,23.03,23.04,23.05,23.05,23.05,23.07,23.09,23.09,23.08,23.07,23.03,23.03,23.11,23.21,23.29,23.41,23.58,23.68,23.73,23.79,23.86,23.93,24.05,24.13","1.0192,1.0147,0.9963,0.9697","1.1787,1.0000,0.9214,0.8999,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,9,1","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,24,24,28,30,26,28,26,26,26,30,28,28,28,24,24,24,24,24,24,24,24,24,24,24,24,24"
1069,32.89,31.24,"11.11,13.53,15.24,16.33,17.23,18.04,18.63,19.10,19.47,19.73,19.96,20.18,20.44,20.70,20.94,21.19,21.44,21.64,21.81,22.00,22.17,22.34,22.50,22.64,22.80,22.95,23.06,23.17,23.27,23.39,23.48,23.57,23.67,23.76,23.77,23.77,23.90,23.90,23.90,24.02,24.00,23.98,23.97,23.96,24.05,24.17,24.34,24.50,24.62,24.70,24.76,24.82,24.90,25.01,25.13,25.25,25.31,25.40,25.47,25.54,25.59,25.66,25.71,25.79","1.1308,1.1281,1.0965,0.6440","1.3457,1.2373,0.9648,0.4526,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,0,8,0","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,30,24,26,26,24,28,28,28,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1087,24.22,20.64,"9.63,10.79,11.51,12.03,12.43,12.74,12.97,13.15,13.28,13.42,13.57,13.71,13.85,13.97,14.08,14.16,14.23,14.31,14.39,14.48,14.56,14.63,14.70,14.75,14.80,14.85,14.91,14.97,15.03,15.09,15.13,15.17,15.21,15.25,15.30,15.34,15.39,15.43,15.47,15.50,15.53,15.56,15.60,15.64,15.68,15.71,15.74,15.76,15.79,15.82,15.85,15.88,15.91,15.94,15.96,15.98,16.01,16.04,16.07,16.10,16.12,16.15,16.17,16.19","1.2411,1.0664,0.9371,0.7548","1.8447,1.0840,1.0713,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,8,0,0","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,30,24,30,30,30,30,24"
1088,26.17,22.24,"9.08,10.51,11.45,12.14,12.65,13.04,13.31,13.52,13.66,13.82,13.98,14.15,14.32,14.49,14.67,14.84,14.96,15.07,15.17,15.27,15.38,15.49,15.62,15.75,15.85,15.94,16.01,16.08,16.16,16.24,16.34,16.45,16.53,16.60,16.66,16.71,16.77,16.84,16.93,17.01,17.08,17.14,17.18,17.23,17.28,17.34,17.41,17.48,17.54,17.59,17.63,17.66,17.71,17.76,17.82,17.88,17.93,17.97,18.01,18.04,18.08,18.12,18.17,18.23","1.3174,1.2725,1.1241,0.2856","1.5957,1.4434,0.9605,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,0,0,8","30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
