ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
29,73.56,49.55,"11.06,16.94,20.73,22.96,23.95,24.62,25.58,25.96,26.63,26.90,27.28,27.60,28.03,28.31,28.86,29.19,29.58,29.76,29.98,30.10,30.40,30.55,30.94,31.19,31.47,31.64,31.76,31.80,32.05,32.16,32.43,32.57,32.76,32.98,32.99,33.01,33.08,33.20,33.37,33.66,33.80,33.96,33.96,33.96,33.97,34.17,34.25,34.37,34.50,34.66,34.73,34.76,34.76,34.89,34.92,35.07,35.17,35.43,35.44,35.44,35.45,35.50,35.54,35.59","0.4476,0.4473,0.4473,0.4470","1.0097,1.0049,0.9932,0.9917,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,1","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,63,31,31,31,31,31,31,31,63,63,63,31,31,31,31,31,31,31,63,31,31,31,31,31,47,63,8,63,47,63"
31,80.95,49.64,"10.85,16.52,19.96,22.45,23.30,23.91,24.58,24.77,25.36,25.92,26.38,26.90,27.28,27.58,28.03,28.20,28.47,28.77,29.03,29.34,29.58,29.79,30.07,30.18,30.30,30.52,30.73,30.92,31.11,31.30,31.48,31.56,31.68,31.78,31.95,32.09,32.26,32.42,32.53,32.60,32.70,32.75,32.90,33.01,33.16,33.28,33.37,33.43,33.50,33.55,33.66,33.76,33.88,33.97,34.04,34.05,34.16,34.24,34.34,34.44,34.54,34.62,34.69,34.73","0.3963,0.3959,0.3958,0.3955","1.0137,1.0029,0.9965,0.9868,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,0","32,32,0,32,32,32,32,32,32,0,0,32,32,32,32,32,32,0,32,32,32,32,32,32,0,0,32,32,32,32,32,32,0,0,32,32,32,32,32,32,0,0,32,32,32,32,32,32,0,32,32,0,32,32,32,0,0,32,32,0,32,32,32,32"
32,41.94,34.23,"9.52,11.50,12.49,13.14,13.89,14.49,14.96,15.24,15.65,16.08,16.29,16.45,16.62,16.85,17.13,17.65,17.82,17.95,18.02,18.19,18.45,18.65,18.81,18.98,19.21,19.41,19.48,19.52,19.51,19.48,19.45,19.44,19.53,19.75,19.86,20.04,20.13,20.28,20.45,20.47,20.69,20.78,20.93,21.06,21.14,21.22,21.40,21.50,21.56,21.65,21.78,21.88,21.97,22.06,22.18,22.26,22.32,22.44,22.54,22.62,22.71,22.79,22.85,22.92","0.6372,0.6329,0.6177,0.5664","1.1719,1.0557,0.9917,0.7808,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,14,0,8","32,32,32,32,32,32,32,32,32,32,17,32,17,32,32,32,32,17,17,32,32,32,32,17,32,32,17,17,1,1,1,1,17,17,32,32,32,32,32,32,17,32,32,32,32,32,32,32,17,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
33,38.33,32.42,"10.82,12.66,13.81,14.50,15.64,16.27,16.46,17.04,17.51,17.88,18.25,18.50,18.68,19.06,19.31,19.57,19.63,19.66,19.84,20.05,20.59,20.72,20.91,21.05,21.25,21.39,21.54,21.68,21.79,21.92,22.07,22.18,22.33,22.47,22.53,22.63,22.76,22.88,22.95,23.10,23.18,23.28,23.38,23.48,23.55,23.62,23.73,23.83,23.86,23.86,23.87,23.91,23.96,24.06,24.06,24.05,24.22,24.27,24.38,24.45,24.53,24.57,24.63,24.73","0.7954,0.7890,0.7823,0.7325","1.2432,1.1162,0.9756,0.6650,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","1,1,1,9","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,7,7,24,24,24,7,24,24,24,24,24,24,24,24,24"
52,28.20,25.26,"10.70,11.99,12.79,13.34,13.73,14.01,14.24,14.61,14.78,14.99,15.22,15.46,15.71,15.93,16.13,16.29,16.41,16.57,16.73,16.90,17.05,17.20,17.33,17.45,17.52,17.63,17.74,17.85,17.96,18.06,18.16,18.25,18.30,18.37,18.45,18.54,18.62,18.70,18.77,18.83,18.87,18.92,18.98,19.04,19.10,19.16,19.21,19.26,19.28,19.32,19.35,19.39,19.44,19.48,19.53,19.56,19.52,19.61,19.60,19.63,19.62,19.61,19.64,19.77","1.2188,1.2101,0.9526,0.5601","1.3877,1.1465,0.8081,0.6587,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,0","63,63,63,63,63,63,8,8,63,63,63,8,8,8,8,8,63,63,63,63,63,8,8,8,63,63,63,63,63,8,8,8,63,63,63,63,63,8,8,8,63,63,63,63,63,63,8,8,63,63,8,63,63,63,8,8,63,63,57,40,8,8,8,8"
53,22.09,19.09,"10.64,11.90,12.69,13.25,13.64,13.92,14.09,14.19,14.33,14.51,14.71,14.91,15.08,15.21,15.30,15.36,15.43,15.53,15.65,15.77,15.88,15.97,16.04,16.09,16.16,16.24,16.33,16.41,16.49,16.57,16.65,16.72,16.80,16.87,16.94,17.01,17.06,17.12,17.20,17.27,17.33,17.39,17.45,17.49,17.54,17.59,17.64,17.69,17.76,17.80,17.84,17.88,17.91,17.94,17.98,18.02,18.06,18.10,18.13,18.16,18.18,18.20,18.23,18.25","2.0797,1.9214,0.0001,0.0001","2.3535,1.6455,0.0002,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,8,3,8","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63"
54,24.76,21.77,"10.71,11.99,12.80,13.36,13.86,14.36,14.83,15.23,15.57,15.81,16.00,16.19,16.40,16.63,16.88,17.12,17.32,17.46,17.58,17.69,17.82,17.98,18.15,18.33,18.46,18.55,18.64,18.72,18.81,18.93,19.06,19.21,19.30,19.37,19.43,19.49,19.56,19.66,19.76,19.88,19.95,20.00,20.04,20.09,20.15,20.22,20.32,20.42,20.46,20.50,20.53,20.57,20.62,20.68,20.76,20.85,20.89,20.91,20.94,20.96,21.00,21.05,21.13,21.20","2.0120,1.9879,0.0001,0.0001","2.0371,1.9629,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,11,3,11","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63"
55,22.03,19.68,"11.05,12.41,13.27,13.86,14.27,14.54,14.69,14.78,14.89,15.05,15.25,15.44,15.61,15.75,15.87,15.95,16.04,16.16,16.28,16.40,16.51,16.62,16.72,16.79,16.87,16.97,17.06,17.14,17.22,17.31,17.39,17.44,17.51,17.59,17.67,17.73,17.79,17.86,17.93,17.97,18.04,18.11,18.16,18.22,18.27,18.31,18.38,18.42,18.47,18.53,18.58,18.62,18.66,18.70,18.75,18.78,18.84,18.90,18.93,18.96,19.00,19.04,19.08,19.11","2.0838,1.9166,0.0002,0.0001","2.2246,1.7744,0.0002,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,8","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63"
56,24.47,21.51,"10.10,11.62,12.64,13.36,13.87,14.35,14.77,15.12,15.42,15.67,15.89,16.10,16.32,16.54,16.77,16.99,17.18,17.34,17.48,17.61,17.74,17.88,18.04,18.19,18.33,18.45,18.55,18.65,18.73,18.84,18.95,19.07,19.17,19.27,19.35,19.41,19.49,19.56,19.65,19.74,19.83,19.90,19.96,20.01,20.07,20.13,20.19,20.27,20.33,20.39,20.45,20.49,20.53,20.57,20.63,20.68,20.74,20.78,20.82,20.86,20.89,20.92,20.97,21.01","2.0136,1.9852,0.0001,0.0001","2.0449,1.9550,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,11,3,11","63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63"
57,31.91,28.48,"8.13,11.42,12.86,13.96,14.78,15.38,15.86,16.22,16.44,16.74,17.03,17.36,17.68,17.98,18.23,18.43,18.57,18.74,18.91,19.12,19.31,19.50,19.66,19.81,19.90,20.03,20.16,20.31,20.45,20.58,20.70,20.81,20.92,21.05,21.16,21.28,21.37,21.46,21.55,21.64,21.76,21.85,21.94,22.03,22.10,22.17,22.23,22.29,22.39,22.47,22.54,22.61,22.67,22.72,22.76,22.80,22.87,22.93,23.01,23.07,23.12,23.16,23.20,23.22","1.2461,1.2403,1.2138,0.2998","1.1875,1.0840,0.9790,0.7495,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","12,4,4,4","48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48"
58,39.61,36.14,"11.53,14.62,15.71,16.48,17.15,17.70,18.15,18.57,18.96,19.39,19.70,19.99,20.29,20.57,20.84,21.04,21.26,21.51,21.69,21.88,22.07,22.26,22.43,22.57,22.72,22.87,23.02,23.15,23.29,23.43,23.57,23.67,23.77,23.88,23.97,24.09,24.20,24.31,24.42,24.50,24.59,24.66,24.74,24.83,24.93,25.02,25.10,25.17,25.24,25.31,25.37,25.45,25.52,25.59,25.67,25.73,25.79,25.84,25.89,25.95,26.01,26.08,26.14,26.19","1.0987,1.0979,1.0927,0.7104","1.0371,1.0205,1.0098,0.9326,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","0,8,0,0","48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48"
66,62.53,48.45,"11.43,18.04,21.94,24.00,25.87,27.00,27.74,28.43,29.09,29.60,30.05,30.49,30.81,31.06,31.34,31.70,32.05,32.33,32.58,32.83,33.01,33.12,33.28,33.52,33.74,33.94,34.09,34.26,34.38,34.43,34.55,34.73,34.90,35.04,35.15,35.27,35.35,35.38,35.48,35.62,35.76,35.87,35.95,36.06,36.11,36.14,36.23,36.36,36.48,36.57,36.64,36.73,36.73,36.78,36.86,36.99,37.09,37.09,37.09,37.18,37.22,37.29,37.37,37.52","0.5630,0.5629,0.5624,0.5616","1.0078,1.0029,1.0019,0.9878,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,13","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,37,39,39,39,39,16,37,39,39,39,39,39"
67,69.78,48.31,"10.08,14.88,18.16,19.81,21.44,22.33,23.00,23.53,24.20,24.66,25.12,25.59,26.00,26.33,26.68,26.97,27.33,27.58,27.86,28.15,28.41,28.58,28.79,28.98,29.21,29.36,29.58,29.80,29.97,30.08,30.22,30.36,30.53,30.64,30.81,30.99,31.11,31.19,31.28,31.40,31.52,31.62,31.75,31.89,31.98,32.04,32.12,32.20,32.31,32.40,32.51,32.63,32.69,32.74,32.81,32.89,32.96,33.05,33.16,33.25,33.31,33.36,33.42,33.51","0.5191,0.5185,0.5185,0.5175","1.0127,1.0078,0.9932,0.9863,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,8,8,14","32,30,32,30,32,32,32,32,32,32,30,30,32,32,32,32,32,32,30,32,32,32,32,32,32,32,30,32,32,32,32,32,32,32,30,32,32,32,32,32,32,30,30,32,32,32,32,32,32,30,32,32,30,32,32,32,32,30,32,32,30,32,32,32"
68,68.98,50.35,"10.67,15.92,19.03,20.72,22.21,23.03,23.67,24.15,24.77,25.20,25.66,26.06,26.43,26.75,27.13,27.40,27.76,28.01,28.27,28.50,28.74,28.93,29.17,29.35,29.60,29.78,29.96,30.12,30.29,30.42,30.58,30.73,30.91,31.05,31.18,31.32,31.44,31.54,31.66,31.78,31.92,32.04,32.15,32.27,32.36,32.44,32.54,32.64,32.76,32.86,32.96,33.06,33.14,33.21,33.29,33.39,33.48,33.58,33.66,33.76,33.82,33.88,33.96,34.04","0.4995,0.4993,0.4990,0.4983","1.0185,1.0019,0.9922,0.9868,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,9,9,9","24,30,30,24,30,30,24,24,24,30,30,30,30,30,24,24,24,30,30,30,30,30,24,24,24,30,30,30,30,24,24,24,24,30,30,30,30,24,24,24,24,30,30,30,30,24,24,24,24,30,30,30,24,24,24,24,24,30,30,24,24,24,24,24"
69,70.44,47.29,"9.90,13.99,16.29,17.61,18.73,19.62,20.42,21.06,21.73,22.13,22.46,22.79,23.10,23.41,23.73,24.13,24.49,24.71,24.91,25.10,25.30,25.50,25.68,25.96,26.19,26.34,26.49,26.63,26.77,26.91,27.05,27.26,27.43,27.54,27.65,27.76,27.87,27.99,28.09,28.27,28.40,28.49,28.58,28.67,28.77,28.86,28.95,29.11,29.21,29.29,29.37,29.44,29.53,29.61,29.69,29.84,29.93,30.00,30.06,30.13,30.20,30.28,30.35,30.50","0.4726,0.4723,0.4719,0.4718","1.0195,1.0127,0.9892,0.9790,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","10,8,1,10","32,38,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32"
72,32.26,27.89,"11.54,12.87,14.10,15.15,16.03,16.76,17.35,17.83,18.23,18.49,18.67,18.81,18.97,19.18,19.41,19.64,19.86,20.03,20.14,20.23,20.31,20.43,20.56,20.72,20.87,20.99,21.08,21.13,21.19,21.26,21.36,21.48,21.58,21.68,21.75,21.80,21.84,21.89,21.97,22.06,22.15,22.22,22.28,22.32,22.37,22.42,22.46,22.53,22.61,22.68,22.73,22.76,22.79,22.83,22.88,22.93,23.00,23.06,23.11,23.14,23.17,23.19,23.23,23.26","0.8911,0.8673,0.8026,0.8012","1.6669,1.5655,0.7007,0.0661,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
92,28.48,23.98,"11.47,12.58,13.23,13.68,14.02,14.26,14.41,14.51,14.76,15.01,15.27,15.50,15.70,15.85,15.96,16.03,16.15,16.31,16.46,16.62,16.76,16.88,16.96,17.02,17.10,17.20,17.30,17.42,17.53,17.62,17.69,17.75,17.79,17.86,17.94,18.02,18.11,18.18,18.24,18.29,18.32,18.36,18.42,18.49,18.55,18.61,18.67,18.70,18.72,18.76,18.80,18.85,18.90,18.96,19.00,19.03,19.05,19.08,19.11,19.16,19.20,19.24,19.27,19.30","1.2276,1.2205,0.7993,0.7519","1.9619,1.5205,0.4414,0.0763,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,1,1,15","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,57,7,7,57,7,57,57,57,7,7,7,57,57,7,57,7,7,57,57"
93,29.82,24.57,"10.04,11.96,13.27,14.03,14.62,15.04,15.31,15.50,15.73,16.01,16.34,16.64,16.90,17.10,17.25,17.34,17.46,17.62,17.80,17.99,18.16,18.29,18.39,18.45,18.52,18.62,18.75,18.88,19.01,19.11,19.18,19.22,19.28,19.35,19.44,19.54,19.64,19.73,19.77,19.84,19.87,19.93,19.99,20.08,20.16,20.26,20.32,20.36,20.39,20.43,20.50,20.59,20.67,20.76,20.83,20.87,20.90,20.94,21.00,21.08,21.17,21.25,21.47,21.53","1.3602,1.3525,1.2872,0.0001","1.5235,1.1543,1.0938,0.2290,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,8,1,8","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
