ue,C_AE,C_UE,C_BS_hist,lambda_UE,lambda_BS,ue_beams,bs_beams
509,42.35,39.78,"9.09,13.92,15.56,16.75,17.80,18.46,19.03,19.47,19.93,20.43,20.80,21.14,21.43,21.71,21.96,22.19,22.49,22.75,22.98,23.19,23.37,23.55,23.72,23.86,24.08,24.26,24.44,24.60,24.74,24.87,24.99,25.11,25.29,25.43,25.57,25.68,25.81,25.91,26.01,26.11,26.25,26.38,26.48,26.58,26.67,26.77,26.85,26.94,27.05,27.16,27.25,27.33,27.42,27.49,27.57,27.65,27.74,27.84,27.92,27.99,28.07,28.14,28.21,28.26","0.9049,0.9042,0.8702,0.7416","1.1641,1.1338,1.0811,0.6211,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,15,1,9","34,40,34,40,34,34,34,34,34,40,40,40,40,34,34,34,34,40,34,40,34,34,34,34,34,34,40,40,40,34,34,34,34,34,40,40,40,34,34,34,34,34,34,40,34,34,34,34,34,34,34,34,40,34,40,34,34,34,34,40,40,40,40,40"
514,95.80,54.44,"10.81,17.88,22.88,26.44,27.64,28.45,29.13,29.82,30.52,31.19,31.75,32.09,32.36,32.67,33.09,33.44,33.81,34.19,34.49,34.68,34.83,35.03,35.26,35.49,35.72,35.98,36.16,36.29,36.39,36.57,36.70,36.86,37.02,37.21,37.33,37.43,37.50,37.65,37.73,37.85,37.97,38.13,38.22,38.30,38.37,38.48,38.55,38.62,38.73,38.86,38.94,39.02,39.09,39.17,39.23,39.31,39.43,39.56,39.69,39.83,39.95,40.07,40.18,40.29","0.3781,0.3780,0.3779,0.3778","1.0059,1.0010,0.9965,0.9961,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,13,4","33,31,31,33,33,33,31,33,33,31,31,33,33,33,31,33,33,31,31,33,33,31,31,33,33,31,31,33,33,31,31,33,33,31,31,33,33,31,33,33,33,31,33,33,33,31,33,33,33,31,33,33,33,31,33,33,33,33,33,33,33,33,33,33"
515,97.80,54.78,"10.52,18.31,24.15,28.00,29.42,30.26,30.97,31.64,32.25,32.81,33.27,33.78,34.16,34.55,34.94,35.30,35.60,35.89,36.13,36.40,36.63,36.83,37.06,37.27,37.44,37.62,37.78,37.95,38.09,38.22,38.37,38.49,38.61,38.73,38.84,38.96,39.05,39.14,39.24,39.32,39.40,39.49,39.57,39.65,39.72,39.79,39.85,39.91,39.96,40.02,40.08,40.14,40.20,40.24,40.29,40.33,40.38,40.42,40.47,40.51,40.55,40.59,40.63,40.66","0.3766,0.3765,0.3764,0.3764","1.0049,1.0019,0.9975,0.9955,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,13,5","39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
516,98.70,54.82,"10.59,18.30,23.62,27.04,28.36,29.12,29.89,30.48,31.25,31.89,32.26,32.70,32.99,33.34,33.76,34.14,34.54,34.87,35.06,35.31,35.46,35.64,35.92,36.18,36.43,36.63,36.77,36.94,37.05,37.16,37.35,37.54,37.71,37.84,37.94,38.08,38.15,38.23,38.37,38.50,38.65,38.74,38.82,38.94,39.00,39.06,39.16,39.27,39.40,39.47,39.55,39.65,39.71,39.77,39.84,39.93,40.04,40.12,40.19,40.27,40.33,40.38,40.45,40.51","0.3692,0.3692,0.3691,0.3690","1.0049,1.0019,0.9975,0.9955,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,13,5","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
517,100.62,54.92,"11.26,19.87,26.23,30.50,31.99,32.61,33.48,33.86,34.66,35.15,35.58,36.12,36.38,36.73,37.14,37.39,37.75,37.97,38.20,38.40,38.64,38.78,39.00,39.14,39.35,39.45,39.60,39.72,39.85,39.96,40.02,40.15,40.29,40.34,40.40,40.46,40.57,40.61,40.68,40.72,40.90,40.90,40.91,40.98,41.00,41.05,41.11,41.16,41.22,41.25,41.28,41.33,41.33,41.34,41.37,41.41,41.43,41.46,41.53,41.53,41.51,41.54,41.56,41.54","0.3607,0.3606,0.3605,0.3603","1.0039,1.0019,0.9984,0.9956,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","9,1,9,1","32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,42,42,32,32,32,32,32,32,32,26,32,32,38,32,32,32,32,32,42,26,42,38,38"
518,27.71,30.29,"10.24,11.45,12.69,13.74,14.62,15.35,15.98,16.51,16.92,17.18,17.35,17.49,17.64,17.84,18.08,18.34,18.57,18.73,18.84,18.92,19.01,19.12,19.26,19.44,19.59,19.71,19.79,19.84,19.89,19.98,20.08,20.20,20.32,20.41,20.48,20.52,20.56,20.62,20.70,20.80,20.90,20.97,21.03,21.07,21.10,21.15,21.21,21.29,21.38,21.44,21.49,21.52,21.55,21.59,21.65,21.71,21.79,21.85,21.89,21.92,21.94,21.98,22.03,22.08","1.5136,1.4971,0.9893,0.0001","1.8349,1.6728,0.4929,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,4,4","25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
519,96.26,52.15,"10.31,17.37,22.39,25.32,26.38,26.81,27.22,27.36,28.17,28.66,29.13,29.56,29.96,30.31,30.52,30.75,31.10,31.28,31.52,31.76,32.06,32.31,32.52,32.66,32.73,32.99,33.17,33.34,33.54,33.73,33.88,33.98,34.05,34.22,34.37,34.50,34.64,34.80,34.92,34.99,35.04,35.18,35.31,35.41,35.53,35.66,35.75,35.80,35.86,35.97,36.07,36.16,36.26,36.36,36.44,36.48,36.53,36.62,36.71,36.80,36.87,36.96,37.04,37.08","0.3763,0.3762,0.3760,0.3759","1.0058,1.0049,0.9956,0.9932,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","4,4,10,4","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
520,35.29,33.17,"9.70,11.06,12.24,13.30,14.18,14.91,15.51,16.01,16.40,16.65,16.84,17.00,17.17,17.39,17.64,17.89,18.10,18.26,18.42,18.52,18.63,18.78,18.94,19.11,19.26,19.38,19.50,19.56,19.62,19.68,19.87,19.89,20.00,19.98,20.17,20.24,20.33,20.42,20.52,20.63,20.73,20.81,20.91,20.97,21.04,21.12,21.20,21.30,21.38,21.45,21.52,21.57,21.65,21.71,21.76,21.86,21.94,21.97,22.05,22.10,22.15,22.21,22.27,22.37","0.7231,0.7103,0.6407,0.6283","1.2627,1.1914,0.9375,0.6089,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","5,5,5,5","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,40,24,40,24,56,24,40,40,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
521,40.32,36.60,"10.05,12.03,13.48,14.41,15.41,16.16,16.78,17.25,17.61,17.92,18.18,18.48,18.84,19.24,19.59,19.87,20.07,20.26,20.40,20.56,20.77,21.02,21.26,21.45,21.58,21.71,21.83,21.95,22.11,22.29,22.47,22.60,22.70,22.82,22.92,23.03,23.15,23.30,23.44,23.55,23.64,23.73,23.81,23.89,23.99,24.10,24.22,24.31,24.40,24.47,24.54,24.61,24.69,24.78,24.88,24.96,25.03,25.09,25.16,25.22,25.29,25.36,25.44,25.51","0.9414,0.9409,0.9255,0.8740","1.0557,1.0000,0.9981,0.9463,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","12,4,12,4","31,31,31,31,31,31,25,25,31,31,31,31,31,31,31,25,31,31,31,31,31,31,31,25,31,31,25,25,31,31,31,25,25,31,31,25,31,31,31,31,25,31,31,31,31,31,31,31,25,25,25,25,31,31,31,31,25,25,31,25,31,31,31,31"
522,30.10,25.35,"10.79,12.19,13.09,13.98,14.78,15.42,15.93,16.35,16.62,16.84,17.04,17.23,17.44,17.64,17.82,17.99,18.10,18.20,18.32,18.43,18.55,18.66,18.76,18.83,18.89,18.95,19.03,19.11,19.20,19.27,19.33,19.36,19.40,19.45,19.51,19.58,19.63,19.69,19.73,19.77,19.81,19.87,19.92,19.97,20.02,20.07,20.12,20.18,20.26,20.32,20.37,20.41,20.45,20.50,20.60,20.71,20.82,20.91,20.95,20.99,21.02,21.09,21.20,21.36","1.0557,1.0193,1.0067,0.9185","1.5147,1.4600,1.0264,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,1,15,15","23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23"
523,25.75,23.98,"10.18,11.82,13.01,14.15,15.09,15.83,16.39,16.78,17.13,17.35,17.53,17.72,17.95,18.19,18.43,18.63,18.80,18.92,19.03,19.14,19.28,19.43,19.59,19.73,19.83,19.91,19.98,20.07,20.17,20.28,20.40,20.52,20.58,20.65,20.70,20.78,20.85,20.94,21.04,21.16,21.19,21.24,21.29,21.35,21.41,21.49,21.59,21.68,21.72,21.77,21.81,21.85,21.92,21.98,22.06,22.15,22.19,22.22,22.27,22.31,22.36,22.41,22.47,22.58","1.4567,1.4305,1.1115,0.0001","2.0156,1.9834,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,15,15,15","23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23"
524,29.29,24.98,"9.76,11.52,13.04,14.14,14.84,15.29,15.67,16.16,16.58,16.77,16.96,17.23,17.48,17.69,17.90,18.21,18.43,18.53,18.65,18.81,18.98,19.12,19.28,19.53,19.65,19.71,19.80,19.92,20.05,20.17,20.30,20.49,20.57,20.62,20.69,20.79,20.89,20.99,21.10,21.26,21.31,21.34,21.40,21.48,21.57,21.65,21.74,21.88,21.91,21.94,21.99,22.07,22.13,22.20,22.28,22.39,22.41,22.43,22.48,22.55,22.61,22.65,22.73,22.81","1.3446,1.3302,1.3009,0.0245","2.0078,1.9912,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","12,12,12,12","16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16"
525,27.78,23.63,"9.65,11.24,12.51,13.68,14.60,15.30,15.81,16.18,16.62,16.87,17.05,17.24,17.46,17.70,17.91,18.09,18.34,18.48,18.59,18.70,18.83,18.98,19.11,19.22,19.38,19.48,19.55,19.63,19.73,19.82,19.92,20.02,20.13,20.20,20.27,20.34,20.41,20.49,20.58,20.74,20.82,20.89,20.95,21.01,21.06,21.13,21.23,21.41,21.47,21.53,21.59,21.63,21.68,21.74,21.84,22.03,22.08,22.13,22.17,22.22,22.26,22.31,22.41,22.60","1.3690,1.3476,1.2832,0.0001","1.4482,1.3936,1.1582,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","3,11,3,11","23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23"
526,32.90,28.94,"10.82,12.06,12.87,13.59,14.36,15.03,15.57,15.95,16.24,16.48,16.69,16.89,17.12,17.37,17.62,17.83,17.98,18.11,18.24,18.36,18.50,18.66,18.83,18.97,19.07,19.16,19.25,19.34,19.44,19.55,19.68,19.79,19.86,19.92,19.99,20.06,20.14,20.24,20.34,20.44,20.49,20.54,20.64,20.74,20.84,20.93,21.02,21.11,21.20,21.29,21.38,21.46,21.54,21.61,21.69,21.76,21.84,21.92,21.99,22.05,22.11,22.18,22.25,22.31","1.1465,1.1407,1.1270,0.5859","1.1602,1.1055,1.0820,0.6518,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,0,11,0","31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,8,8,8,31,31,31,8,8,8,8,31,31,31,31,8,8,8,8,31,31,31,31"
527,32.96,27.50,"8.88,10.55,11.63,12.46,13.00,13.33,13.51,13.60,13.70,13.90,14.17,14.47,14.75,14.94,15.05,15.11,15.18,15.29,15.45,15.65,15.83,15.98,16.09,16.14,16.20,16.28,16.39,16.53,16.68,16.82,16.93,17.00,17.04,17.10,17.19,17.30,17.41,17.53,17.63,17.71,17.75,17.79,17.86,17.94,18.04,18.14,18.24,18.32,18.35,18.39,18.44,18.51,18.58,18.67,18.76,18.84,18.87,18.90,18.93,18.99,19.06,19.13,19.21,19.29","1.0588,1.0566,1.0145,0.5792","1.3906,1.1865,0.9312,0.4910,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,5,15,7","24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
528,24.40,21.05,"9.57,10.92,11.76,12.36,12.78,13.08,13.28,13.40,13.53,13.70,13.90,14.11,14.29,14.45,14.58,14.68,14.75,14.85,14.98,15.13,15.28,15.43,15.54,15.62,15.67,15.73,15.83,15.94,16.07,16.20,16.31,16.37,16.41,16.46,16.52,16.62,16.72,16.84,16.93,16.98,17.03,17.07,17.12,17.18,17.27,17.37,17.45,17.49,17.56,17.61,17.64,17.69,17.76,17.84,17.90,17.93,18.02,18.07,18.11,18.15,18.20,18.26,18.30,18.33","1.4678,1.3976,1.1348,0.0001","1.9375,1.7871,0.2759,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","8,0,8,8","22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,15,22,22,22,22,22,22,22,15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22"
529,24.72,22.70,"10.74,12.00,12.78,13.32,13.70,14.05,14.37,14.59,14.93,15.22,15.43,15.62,15.81,16.02,16.22,16.37,16.61,16.80,16.96,17.07,17.18,17.31,17.44,17.56,17.73,17.89,18.01,18.09,18.17,18.26,18.36,18.45,18.58,18.70,18.80,18.87,18.93,18.99,19.06,19.13,19.23,19.33,19.42,19.47,19.51,19.56,19.62,19.67,19.75,19.82,19.90,19.95,19.98,20.01,20.05,20.10,20.15,20.21,20.27,20.31,20.35,20.37,20.40,20.43","1.5763,1.5431,0.8803,0.0001","2.0312,1.9688,0.0001,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","11,11,11,11","15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,15,15,15,15,15,15,15,15,15,15,31"
530,30.98,26.03,"9.74,11.19,12.12,12.79,13.29,13.75,14.13,14.44,14.68,14.89,15.12,15.37,15.64,15.90,16.13,16.31,16.42,16.53,16.68,16.87,17.07,17.28,17.46,17.60,17.65,17.73,17.84,17.99,18.17,18.36,18.52,18.64,18.67,18.73,18.82,18.95,19.11,19.27,19.42,19.53,19.55,19.62,19.71,19.83,19.97,20.11,20.23,20.34,20.40,20.47,20.56,20.67,20.78,20.90,20.99,21.09,21.16,21.23,21.31,21.40,21.49,21.58,21.66,21.74","1.1250,1.1192,1.0715,0.6834","1.4405,1.4238,1.1348,0.0001,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000","15,15,15,7","14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,31,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14"
