ue,stage,C_TRX_UE,C_TRX_BS,C_TRX,C_Layer_no_power,C_Layer,C_ABM_hist,lambda_bs_beam,lambda_ue_beam,ue_beams,bs_pattern,bs_layer_pattern,bs_beams_abm
817,Stage3,41.40,25.19,25.19,22.91,,,,,"0,1",0,"56,56,33,56",
817,Stage3_PowerOpt,41.40,25.19,25.19,,22.91,,"45.60,12.63,3.86,1.48,0.16,0.13,0.05,0.03,0.01,0.01","2.00,0.00","0,1",0,"56,56,33,56",
817,Stage4,41.40,25.19,25.19,,22.91,6.47;11.83;13.16;14.51;15.22;15.80;16.36;16.77;17.21;17.54;17.81;18.03;18.27;18.45;18.68;18.84;19.07;19.20;19.31;19.46;19.60;19.71;19.82;19.94;20.06;20.12;20.24;20.35;20.46;20.57;20.66;20.77;20.91;21.00;21.09;21.18;21.26;21.34;21.42;21.50;21.63;21.69;21.77,,,"0,1",0,"56,56,33,56","56,56,33,56,56,56,56,56,56,33,56,33,56,33,56,56,33,33,56,33,33,33,33,56,33,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,33,33,56"
818,Stage1,46.13,,,,,,,,"1,3,1",,,
818,Stage2,46.13,35.26,,,,,,,"1,3,1",1,,
818,PowerOpt,46.13,35.26,35.26,,,,"184.09,41.55,9.17,5.35,4.70,3.07,2.89,1.15,0.96,0.60,0.51,0.47,0.33,0.20,0.17,0.16,0.11,0.09,0.08,0.08,0.05,0.03,0.03,0.02,0.02,0.02,0.01,0.01","2.41,0.56,0.03","1,3,1",1,,
818,Stage3,46.13,35.26,35.26,32.05,,,,,"1,3,1",1,"57,4,32,4",
818,Stage3_PowerOpt,46.13,35.26,35.26,,32.05,,"54.75,5.25,1.55,1.03,0.48,0.42,0.16,0.07,0.06,0.06,0.05,0.03,0.02,0.02,0.01,0.01","2.71,0.28,0.01","1,3,1",1,"57,4,32,4",
818,Stage4,46.13,35.26,35.26,,32.05,7.75;15.45;17.68;19.42;20.68;21.58;22.42;23.08;23.62;24.07;24.55;24.93;25.24;25.56;25.88;26.20;26.55;26.79;27.02;27.22;27.43;27.64;27.83;28.06;28.24;28.41;28.57;28.73;28.88;29.03;29.18;29.35;29.49;29.63;29.76;29.89;30.00;30.11;30.23;30.34;30.47,,,"1,3,1",1,"57,4,32,4","32,4,4,32,4,32,4,32,4,4,4,57,4,32,4,4,32,32,4,57,4,32,32,4,32,4,4,4,4,4,32,32,32,4,4,4,4,32,4,32,32"
819,Stage1,43.20,,,,,,,,"13,2",,,
819,Stage2,43.20,26.95,,,,,,,"13,2",13,,
819,PowerOpt,43.20,26.95,26.95,,,,"140.49,50.31,18.69,14.12,12.36,8.69,6.53,2.01,0.89,0.66,0.57,0.38,0.09,0.04,0.03,0.03,0.02,0.01","1.88,0.12","13,2",13,,
819,Stage3,43.20,26.95,26.95,24.68,,,,,"13,2",13,"27,12,27,27,12",
819,Stage3_PowerOpt,43.20,26.95,26.95,,24.68,,"38.81,13.23,3.94,3.68,3.07,0.51,0.27,0.17,0.13,0.07,0.05,0.02","1.90,0.10","13,2",13,"27,12,27,27,12",
819,Stage4,43.20,26.95,26.95,,24.68,8.95;12.96;14.91;16.04;16.98;17.57;18.09;18.55;18.94;19.26;19.52;19.75;19.99;20.18;20.38;20.58;20.80;20.98;21.13;21.27;21.40;21.53;21.65;21.78;21.93;22.06;22.17;22.27;22.36;22.45;22.54;22.63;22.73;22.83;22.93;23.02;23.09;23.16;23.23;23.30;23.41;23.50,,,"13,2",13,"27,12,27,27,12","27,12,27,12,27,27,27,27,27,12,12,27,12,12,27,27,27,27,12,27,12,27,12,27,27,27,12,27,27,27,12,27,27,27,12,12,27,12,27,12,27,27"
820,Stage1,43.67,,,,,,,,"14,9",,,
820,Stage2,43.67,26.78,,,,,,,"14,9",14,,
820,PowerOpt,43.67,26.78,26.78,,,,"90.08,53.00,47.52,26.72,11.22,8.56,7.00,3.32,2.87,1.59,1.41,0.94,0.77,0.32,0.25,0.17,0.11,0.05,0.02,0.01","1.94,0.06","14,9",14,,
820,Stage3,43.67,26.78,26.78,24.94,,,,,"14,9",14,"19,51",
820,Stage3_PowerOpt,43.67,26.78,26.78,,24.94,,"26.69,11.13,10.36,7.78,2.14,1.73,1.53,0.78,0.62,0.37,0.29,0.23,0.15,0.06,0.06,0.03,0.02,0.01","1.95,0.05","14,9",14,"19,51",
820,Stage4,43.67,26.78,26.78,,24.94,9.26;13.46;15.03;16.40;17.15;17.85;18.36;18.78;19.18;19.49;19.77;20.01;20.23;20.44;20.63;20.83;21.03;21.21;21.36;21.50;21.63;21.76;21.89;22.03;22.16;22.28;22.39;22.49;22.58;22.67;22.77;22.88;22.97;23.05;23.14;23.22;23.29;23.37;23.45;23.53;23.62;23.69;23.76,,,"14,9",14,"19,51","51,19,51,19,51,19,51,19,19,19,19,51,51,51,51,51,19,19,19,19,19,51,19,51,51,19,19,19,51,19,51,51,19,19,19,19,19,51,51,51,19,19,19"
821,Stage1,43.36,,,,,,,,"9,14",,,
821,Stage2,43.36,26.51,,,,,,,"9,14",13,,
821,PowerOpt,43.36,26.51,26.51,,,,"132.66,34.72,27.47,25.25,12.03,9.90,4.90,4.55,1.46,1.22,0.77,0.44,0.26,0.09,0.08,0.04,0.04,0.04,0.02","1.96,0.04","9,14",13,,
821,Stage3,43.36,26.51,26.51,24.40,,,,,"9,14",13,"42,19,42,19,42",
821,Stage3_PowerOpt,43.36,26.51,26.51,,24.40,,"34.34,11.49,6.31,3.87,2.93,1.53,1.40,1.12,0.36,0.20,0.18,0.13,0.06,0.02,0.01,0.01","1.96,0.04","9,14",13,"42,19,42,19,42",
821,Stage4,43.36,26.51,26.51,,24.40,8.52;12.82;14.38;15.56;16.42;17.09;17.70;18.16;18.56;18.90;19.18;19.43;19.68;19.91;20.12;20.34;20.52;20.67;20.82;20.96;21.09;21.23;21.37;21.51;21.64;21.75;21.85;21.95;22.05;22.15;22.25;22.35;22.45;22.54;22.62;22.70;22.77;22.85;22.93;23.01;23.09;23.16;23.23,,,"9,14",13,"42,19,42,19,42","42,19,42,19,42,19,42,42,42,19,42,19,42,42,19,42,19,42,19,42,19,42,42,42,19,19,42,42,42,42,42,42,19,19,19,42,42,42,42,42,19,19,19"
822,Stage1,34.92,,,,,,,,"9,1,3",,,
822,Stage2,34.92,25.09,,,,,,,"9,1,3",9,,
822,PowerOpt,34.92,25.09,25.09,,,,"221.68,30.16,2.16,0.94,0.35,0.28,0.21,0.07,0.04,0.03,0.01","2.98,0.02,0.00","9,1,3",9,,
822,Stage3,34.92,25.09,25.09,24.46,,,,,"9,1,3",9,"26,33,26",
822,Stage3_PowerOpt,34.92,25.09,25.09,,24.46,,"55.11,7.38,0.54,0.40,0.28,0.11,0.09,0.04,0.02,0.01","2.96,0.03,0.00","9,1,3",9,"26,33,26",
822,Stage4,34.92,25.09,25.09,,24.46,8.21;10.73;12.76;13.75;14.50;15.13;15.69;16.26;16.84;17.24;17.56;17.82;18.09;18.34;18.61;18.90;19.24;19.48;19.68;19.84;20.00;20.19;20.35;20.52;20.78;20.95;21.08;21.19;21.33;21.45;21.57;21.71;21.95;22.09;22.20;22.30;22.40;22.50;22.60;22.70;22.79;22.94;23.04;23.12;23.20;23.28,,,"9,1,3",9,"26,33,26","26,33,26,26,26,26,26,26,26,33,33,33,26,26,26,26,26,26,33,26,26,33,26,26,26,26,33,26,26,33,33,33,26,26,26,26,26,26,33,33,33,26,26,26,26,26"
823,Stage1,45.60,,,,,,,,"5,9",,,
823,Stage2,45.60,26.83,,,,,,,"5,9",9,,
823,PowerOpt,45.60,26.83,26.83,,,,"204.30,39.58,4.83,2.57,1.46,0.43,0.41,0.40,0.33,0.25,0.18,0.15,0.14,0.13,0.10,0.10,0.09,0.08,0.08,0.07,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01","1.94,0.06","5,9",9,,
823,Stage3,45.60,26.83,26.83,26.17,,,,,"5,9",9,"26,1,26,1,26",
823,Stage3_PowerOpt,45.60,26.83,26.83,,26.17,,"49.72,9.45,2.49,0.90,0.59,0.12,0.10,0.10,0.09,0.08,0.07,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01","1.88,0.12","5,9",9,"26,1,26,1,26",
823,Stage4,45.60,26.83,26.83,,26.17,8.87;14.17;16.42;17.33;18.38;18.97;19.57;20.08;20.47;20.76;21.01;21.23;21.45;21.66;21.88;22.11;22.31;22.48;22.62;22.75;22.88;23.01;23.15;23.30;23.44;23.55;23.65;23.74;23.84;23.93;24.03;24.13;24.24;24.33;24.41;24.48;24.55;24.62;24.70;24.78;24.87,,,"5,9",9,"26,1,26,1,26","26,1,26,26,1,26,1,26,1,26,1,26,1,26,1,26,26,1,26,1,26,1,26,1,26,26,1,26,1,26,1,26,26,1,26,1,26,1,1,26,26"
824,Stage1,47.46,,,,,,,,4,,,
824,Stage2,47.46,16.38,,,,,,,4,5,,
824,PowerOpt,47.46,16.38,16.38,,,,"195.81,41.10,5.79,4.11,3.72,1.20,0.82,0.77,0.63,0.39,0.34,0.31,0.15,0.13,0.13,0.11,0.10,0.05,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.01",1.00,4,5,,
824,Stage3,47.46,16.38,16.38,16.29,,,,,4,5,25,
824,Stage3_PowerOpt,47.46,16.38,16.38,,16.29,,"50.42,10.55,1.02,0.91,0.22,0.18,0.16,0.10,0.09,0.08,0.07,0.04,0.03,0.03,0.02,0.01,0.01",1.00,4,5,25,
824,Stage4,47.46,16.38,16.38,,16.29,8.10;10.79;11.49;12.00;12.41;12.75;13.04;13.28;13.47;13.62;13.73;13.84;13.95;14.06;14.17;14.29;14.39;14.47;14.54;14.60;14.66;14.73;14.80;14.87;14.94;15.00;15.05;15.09;15.14;15.18;15.23;15.29;15.34;15.38;15.42;15.46;15.49,,,4,5,25,"25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
825,Stage1,28.04,,,,,,,,5,,,
825,Stage2,28.04,16.23,,,,,,,5,4,,
825,PowerOpt,28.04,16.23,16.23,,,,"203.31,47.44,2.62,1.82,0.65,0.07,0.02",1.00,5,4,,
825,Stage3,28.04,16.23,16.23,16.34,,,,,5,4,25,
825,Stage3_PowerOpt,28.04,16.23,16.23,,16.34,,"50.95,11.76,0.65,0.45,0.16,0.02",1.00,5,4,25,
825,Stage4,28.04,16.23,16.23,,16.34,7.97;10.79;11.51;12.04;12.46;12.80;13.08;13.33;13.53;13.67;13.79;13.90;14.00;14.11;14.22;14.33;14.43;14.52;14.59;14.65;14.71;14.78;14.84;14.91;14.99;15.05;15.10;15.14;15.18;15.23;15.28;15.33;15.39;15.43;15.47;15.51;15.54,,,5,4,25,"25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
826,Stage1,40.54,,,,,,,,"4,0,9",,,
826,Stage2,40.54,34.18,,,,,,,"4,0,9",0,,
826,PowerOpt,40.54,34.18,34.18,,,,"123.24,65.04,29.50,21.15,5.30,3.23,2.48,1.60,1.31,1.26,0.69,0.62,0.22,0.16,0.06,0.02,0.02,0.02,0.01","2.85,0.14,0.01","4,0,9",0,,
826,Stage3,40.54,34.18,34.18,31.42,,,,,"4,0,9",0,"25,48,25,24,48",
826,Stage3_PowerOpt,40.54,34.18,34.18,,31.42,,"38.50,9.78,8.96,2.98,1.07,0.96,0.55,0.34,0.28,0.21,0.17,0.09,0.05,0.02,0.01","2.89,0.10,0.01","4,0,9",0,"25,48,25,24,48",
826,Stage4,40.54,34.18,34.18,,31.42,9.86;14.76;16.92;18.36;19.80;20.74;21.54;22.38;22.93;23.36;23.73;24.08;24.40;24.66;25.02;25.36;25.68;25.92;26.12;26.31;26.51;26.73;26.87;27.11;27.31;27.45;27.61;27.75;27.90;28.05;28.18;28.35;28.50;28.62;28.73;28.85;28.96;29.07;29.18;29.31;29.46;29.57;29.66;29.75;29.85,,,"4,0,9",0,"25,48,25,24,48","25,48,25,48,25,25,48,25,25,25,48,48,25,25,48,25,25,25,25,48,48,48,25,48,48,25,25,25,48,25,25,25,25,25,48,25,25,48,48,25,25,25,25,25,25"
827,Stage1,31.56,,,,,,,,"4,9,0",,,
827,Stage2,31.56,27.59,,,,,,,"4,9,0",4,,
827,PowerOpt,31.56,27.59,27.59,,,,"176.39,67.65,5.72,2.43,1.83,1.00,0.47,0.25,0.10,0.04,0.02,0.02,0.01","2.99,0.01,0.00","4,9,0",4,,
827,Stage3,31.56,27.59,27.59,27.37,,,,,"4,9,0",4,25,
827,Stage3_PowerOpt,31.56,27.59,27.59,,27.37,,"44.27,16.86,1.43,0.53,0.45,0.22,0.12,0.06,0.03","2.99,0.01,0.00","4,9,0",4,25,
827,Stage4,31.56,27.59,27.59,,27.37,6.31;12.76;14.57;15.83;16.71;17.56;18.30;18.92;19.41;19.79;20.12;20.40;20.66;20.94;21.24;21.58;21.87;22.09;22.28;22.47;22.63;22.80;22.99;23.20;23.42;23.57;23.72;23.85;23.96;24.09;24.23;24.39;24.54;24.67;24.78;24.89;24.99;25.08;25.19;25.32;25.46;25.57;25.67;25.76;25.83;25.91;25.99;26.10,,,"4,9,0",4,25,"25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
828,Stage1,31.74,,,,,,,,"4,0,13",,,
828,Stage2,31.74,24.88,,,,,,,"4,0,13",4,,
828,PowerOpt,31.74,24.88,24.88,,,,"174.47,64.70,10.17,2.65,1.94,1.36,0.30,0.17,0.13,0.03","2.99,0.01,0.00","4,0,13",4,,
828,Stage3,31.74,24.88,24.88,24.63,,,,,"4,0,13",4,25,
828,Stage3_PowerOpt,31.74,24.88,24.88,,24.63,,"43.54,16.30,2.52,0.64,0.48,0.34,0.08,0.04,0.03","2.99,0.01,0.00","4,0,13",4,25,
828,Stage4,31.74,24.88,24.88,,24.63,6.57;12.02;13.46;14.61;15.51;16.25;16.87;17.38;17.80;18.10;18.35;18.57;18.78;19.01;19.26;19.53;19.77;19.96;20.11;20.25;20.40;20.54;20.70;20.87;21.06;21.20;21.31;21.43;21.54;21.65;21.77;21.90;22.04;22.16;22.25;22.34;22.43;22.53;22.62;22.73;22.85;22.95;23.03;23.11;23.19;23.27;23.34;23.43,,,"4,0,13",4,25,"25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
829,Stage1,26.44,,,,,,,,4,,,
829,Stage2,26.44,16.30,,,,,,,4,4,,
829,PowerOpt,26.44,16.30,16.30,,,,"220.27,32.62,1.86,0.96,0.21,0.02,0.01",1.00,4,4,,
829,Stage3,26.44,16.30,16.30,16.14,,,,,4,4,25,
829,Stage3_PowerOpt,26.44,16.30,16.30,,16.14,,"54.97,8.26,0.46,0.24,0.05",1.00,4,4,25,
829,Stage4,26.44,16.30,16.30,,16.14,8.09;10.56;11.28;11.80;12.22;12.57;12.86;13.12;13.32;13.46;13.58;13.68;13.78;13.89;14.00;14.12;14.23;14.31;14.38;14.44;14.50;14.56;14.63;14.71;14.78;14.84;14.89;14.93;14.97;15.02;15.07;15.13;15.18;15.23;15.26;15.30;15.33;15.37,,,4,4,25,"25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25"
833,Stage1,29.00,,,,,,,,"13,5",,,
833,Stage2,29.00,21.11,,,,,,,"13,5","4,7",,
833,PowerOpt,29.00,21.11,21.11,,,,"157.45,81.19,13.03,1.74,0.99,0.29,0.18,0.16,0.15,0.14,0.11,0.10,0.07,0.06,0.06,0.06,0.04,0.03,0.03,0.02,0.02,0.01","1.99,0.01","13,5","4,7",,
833,Stage3,29.00,21.11,21.11,20.20,,,,,"13,5","4,7","24,29,32,29,32",
833,Stage3_PowerOpt,29.00,21.11,21.11,,20.20,,"40.03,19.67,3.34,0.43,0.25,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01","1.99,0.01","13,5","4,7","24,29,32,29,32",
833,Stage4,29.00,21.11,21.11,,20.20,8.21;10.39;11.16;11.92;12.63;13.34;13.84;14.26;14.63;14.92;15.17;15.39;15.60;15.82;16.04;16.26;16.47;16.63;16.78;16.93;17.06;17.19;17.32;17.46;17.60;17.72;17.82;17.92;18.02;18.12;18.20;18.30;18.41;18.49;18.57;18.65;18.75;18.82;18.89;18.97;19.05;19.11;19.17;19.23,,,"13,5","4,7","24,29,32,29,32","24,32,32,29,29,32,32,29,29,29,32,29,32,29,32,32,32,29,32,29,29,32,29,32,32,29,29,32,29,29,29,32,32,29,29,32,32,32,29,29,29,29,29,29"
834,Stage1,37.01,,,,,,,,"9,14,1",,,
834,Stage2,37.01,31.31,,,,,,,"9,14,1",11,,
834,PowerOpt,37.01,31.31,31.31,,,,"38.80,37.02,29.18,25.70,24.28,18.77,11.53,10.54,9.28,8.42,7.96,7.27,5.41,5.18,4.13,3.32,2.66,2.25,1.25,1.11,1.01,0.92","2.89,0.11,0.00","9,14,1",11,,
834,Stage3,37.01,31.31,31.31,31.14,,,,,"9,14,1",11,30,
834,Stage3_PowerOpt,37.01,31.31,31.31,,31.14,,"9.89,9.42,7.39,6.45,5.60,4.71,2.92,2.68,2.39,2.17,1.89,1.77,1.36,1.28,1.04,0.81,0.67,0.53,0.31,0.26,0.23,0.21","2.89,0.11,0.00","9,14,1",11,30,
834,Stage4,37.01,31.31,31.31,,31.14,9.72;15.69;18.05;19.31;20.27;21.06;21.75;22.24;22.64;23.05;23.45;23.80;24.11;24.45;24.74;25.00;25.29;25.53;25.79;25.95;26.16;26.31;26.58;26.75;26.94;27.10;27.26;27.39;27.52;27.65;27.82;27.96;28.11;28.25;28.35;28.46;28.57;28.71;28.82;28.91;29.04;29.13;29.21;29.33;29.46;29.54;29.61,,,"9,14,1",11,30,"30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
835,Stage1,38.30,,,,,,,,"9,1,1",,,
835,Stage2,38.30,29.05,,,,,,,"9,1,1",11,,
835,PowerOpt,38.30,29.05,29.05,,,,"39.42,28.55,26.24,19.20,18.03,16.12,14.57,13.79,12.21,9.83,8.86,7.68,6.77,6.37,5.51,4.04,3.42,2.89,2.60,2.46,1.63,1.49,0.88,0.84,0.78,0.67,0.64,0.49","2.73,0.27,0.00","9,1,1",11,,
835,Stage3,38.30,29.05,29.05,28.84,,,,,"9,1,1",11,30,
835,Stage3_PowerOpt,38.30,29.05,29.05,,28.84,,"10.12,7.25,6.62,4.64,4.50,3.94,3.63,3.30,2.98,2.50,2.30,1.96,1.72,1.48,1.39,1.00,0.88,0.73,0.67,0.62,0.41,0.33,0.22,0.21,0.19,0.16,0.14,0.10","2.73,0.27,0.00","9,1,1",11,30,
835,Stage4,38.30,29.05,29.05,,28.84,9.67;16.02;18.53;19.74;20.52;21.13;21.62;22.04;22.43;22.74;23.00;23.25;23.48;23.69;23.89;24.10;24.30;24.45;24.61;24.76;24.91;25.06;25.19;25.34;25.50;25.62;25.73;25.84;25.96;26.06;26.19;26.31;26.42;26.52;26.62;26.70;26.80;26.88;26.97;27.07;27.15;27.24;27.32;27.42,,,"9,1,1",11,30,"30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30"
836,Stage1,46.83,,,,,,,,"9,4",,,
836,Stage2,46.83,28.28,,,,,,,"9,4",12,,
836,PowerOpt,46.83,28.28,28.28,,,,"121.39,39.45,13.10,11.68,10.59,9.69,8.35,7.54,6.27,4.71,4.57,4.05,3.74,2.87,1.66,1.43,1.15,0.81,0.63,0.44,0.37,0.34,0.27,0.21,0.18,0.14,0.11,0.08,0.06,0.05,0.02,0.02,0.01","1.80,0.20","9,4",12,,
836,Stage3,46.83,28.28,28.28,28.03,,,,,"9,4",12,39,
836,Stage3_PowerOpt,46.83,28.28,28.28,,28.03,,"31.39,10.29,3.25,2.91,2.56,2.39,1.93,1.56,1.31,1.16,1.08,0.96,0.86,0.59,0.40,0.34,0.23,0.17,0.12,0.11,0.09,0.07,0.06,0.04,0.04,0.03,0.02,0.02,0.01","1.80,0.20","9,4",12,39,
836,Stage4,46.83,28.28,28.28,,28.03,7.96;15.61;18.08;19.34;20.20;20.88;21.45;21.91;22.28;22.60;22.87;23.11;23.35;23.57;23.79;24.00;24.19;24.36;24.51;24.65;24.79;24.92;25.06;25.20;25.33;25.44;25.54;25.64;25.73;25.83;25.93;26.03;26.12;26.21;26.28;26.36;26.44;26.51;26.58;26.67,,,"9,4",12,39,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
837,Stage1,48.75,,,,,,,,"5,9,0",,,
837,Stage2,48.75,38.44,,,,,,,"5,9,0",12,,
837,PowerOpt,48.75,38.44,38.44,,,,"139.52,24.46,17.43,13.10,12.65,10.78,7.84,5.70,4.73,3.82,3.52,2.71,2.50,1.73,1.50,0.88,0.73,0.59,0.49,0.36,0.27,0.16,0.11,0.09,0.08,0.06,0.04,0.03,0.03,0.02,0.01,0.01","2.40,0.54,0.06","5,9,0",12,,
837,Stage3,48.75,38.44,38.44,37.82,,,,,"5,9,0",12,31,
837,Stage3_PowerOpt,48.75,38.44,38.44,,37.82,,"25.05,5.87,5.14,4.79,4.46,3.78,2.92,2.63,1.97,1.40,1.29,1.00,0.75,0.58,0.49,0.46,0.32,0.25,0.22,0.17,0.13,0.08,0.07,0.04,0.03,0.02,0.02,0.01,0.01","2.28,0.64,0.08","5,9,0",12,31,
837,Stage4,48.75,38.44,38.44,,37.82,9.51;15.71;20.10;22.81;24.53;25.81;26.82;27.70;28.51;29.06;29.51;29.92;30.32;30.68;31.02;31.36;31.71;31.99;32.23;32.46;32.68;32.90;33.10;33.32;33.52;33.70;33.86;34.01;34.16;34.32;34.48;34.64;34.79;34.93;35.06;35.17;35.29;35.42;35.54;35.68;35.79;35.90;36.00,,,"5,9,0",12,31,"31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31"
838,Stage1,51.70,,,,,,,,"5,13",,,
838,Stage2,51.70,26.48,,,,,,,"5,13",12,,
838,PowerOpt,51.70,26.48,26.48,,,,"169.40,25.71,20.94,14.40,6.15,5.14,4.82,2.32,1.19,1.02,0.97,0.78,0.59,0.53,0.47,0.32,0.27,0.18,0.13,0.11,0.09,0.08,0.07,0.07,0.06,0.04,0.03,0.02,0.02,0.01","1.81,0.19","5,13",12,,
838,Stage3,51.70,26.48,26.48,26.02,,,,,"5,13",12,32,
838,Stage3_PowerOpt,51.70,26.48,26.48,,26.02,,"45.08,8.27,5.73,2.21,1.57,0.50,0.39,0.10,0.04,0.02,0.02,0.02,0.01,0.01","1.86,0.14","5,13",12,32,
