ue,stage,C_TRX_UE,C_TRX_BS,C_TRX,C_Layer_no_power,C_Layer,C_ABM_hist,lambda_bs_beam,lambda_ue_beam,ue_beams,bs_pattern,bs_layer_pattern,bs_beams_abm
1106,PowerOpt,45.41,35.18,35.18,,,,"193.64,36.39,4.78,2.89,2.67,2.52,1.94,1.87,1.27,1.24,1.16,1.01,0.83,0.70,0.53,0.46,0.37,0.22,0.18,0.16,0.15,0.14,0.13,0.10,0.09,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01","2.88,0.09,0.03","5,0,9",4,,
1106,Stage3,45.41,35.18,35.18,32.22,,,,,"5,0,9",4,"25,9,25,9,25",
1106,Stage3_PowerOpt,45.41,35.18,35.18,,32.22,,"48.48,9.23,1.32,0.76,0.71,0.63,0.58,0.50,0.27,0.25,0.22,0.22,0.18,0.14,0.10,0.09,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.01,0.01","2.89,0.08,0.03","5,0,9",4,"25,9,25,9,25",
1106,Stage4,45.41,35.18,35.18,,32.22,10.01;13.74;16.38;18.54;19.92;21.02;21.91;22.77;23.38;23.87;24.30;24.69;25.04;25.35;25.71;26.01;26.32;26.60;26.86;27.06;27.27;27.46;27.66;27.85;28.07;28.24;28.40;28.55;28.70;28.84;28.98;29.13;29.28;29.44;29.57;29.69;29.81;29.92;30.04;30.15;30.27;30.39;30.49;30.60;30.69,,,"5,0,9",4,"25,9,25,9,25","9,9,25,25,9,25,25,9,25,25,25,9,25,25,9,9,9,25,25,25,25,25,9,9,25,9,25,9,25,9,9,25,9,25,25,25,25,25,9,9,9,25,25,25,25"
1107,Stage1,44.23,,,,,,,,"5,0,9",,,
1107,Stage2,44.23,34.49,,,,,,,"5,0,9",4,,
1107,PowerOpt,44.23,34.49,34.49,,,,"220.67,17.97,3.34,2.60,1.54,1.15,1.00,0.98,0.74,0.73,0.69,0.59,0.46,0.44,0.41,0.37,0.35,0.32,0.29,0.20,0.18,0.13,0.12,0.10,0.09,0.09,0.07,0.06,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01","2.91,0.07,0.02","5,0,9",4,,
1107,Stage3,44.23,34.49,34.49,31.90,,,,,"5,0,9",4,"25,17,25",
1107,Stage3_PowerOpt,44.23,34.49,34.49,,31.90,,"55.21,4.42,0.91,0.86,0.37,0.32,0.27,0.24,0.21,0.16,0.15,0.12,0.11,0.10,0.08,0.07,0.07,0.06,0.05,0.03,0.03,0.03,0.02,0.02,0.01,0.01","2.90,0.07,0.03","5,0,9",4,"25,17,25",
1107,Stage4,44.23,34.49,34.49,,31.90,7.99;13.50;16.31;18.30;19.69;20.67;21.58;22.43;23.02;23.53;23.93;24.32;24.68;24.99;25.33;25.66;25.98;26.23;26.46;26.67;26.89;27.08;27.28;27.49;27.69;27.89;28.05;28.20;28.34;28.49;28.64;28.79;28.96;29.10;29.22;29.35;29.46;29.58;29.70;29.82;29.95;30.06;30.17;30.26;30.36,,,"5,0,9",4,"25,17,25","25,17,25,17,25,25,25,17,17,25,25,25,25,25,25,17,25,17,17,25,25,25,17,17,25,25,25,17,25,25,25,25,17,17,25,25,25,25,25,17,17,25,25,25,25"
1108,Stage1,37.63,,,,,,,,"4,0,9",,,
1108,Stage2,37.63,30.42,,,,,,,"4,0,9",4,,
1108,PowerOpt,37.63,30.42,30.42,,,,"196.00,38.38,12.37,2.68,2.37,1.99,0.66,0.41,0.34,0.10,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01","2.90,0.10,0.00","4,0,9",4,,
1108,Stage3,37.63,30.42,30.42,29.43,,,,,"4,0,9",4,"17,17,17,24,17",
1108,Stage3_PowerOpt,37.63,30.42,30.42,,29.43,,"48.33,9.45,3.82,0.75,0.64,0.49,0.21,0.11,0.10,0.03,0.02","2.87,0.12,0.00","4,0,9",4,"17,17,17,24,17",
1108,Stage4,37.63,30.42,30.42,,29.43,9.35;15.22;17.05;18.19;19.07;19.80;20.49;21.02;21.47;21.83;22.15;22.44;22.69;22.98;23.27;23.58;23.89;24.11;24.30;24.48;24.65;24.82;25.01;25.22;25.42;25.58;25.73;25.85;25.97;26.09;26.24;26.40;26.57;26.70;26.80;26.91;27.00;27.11;27.21;27.34;27.47;27.58;27.67;27.76;27.84;27.93;28.03,,,"4,0,9",4,"17,17,17,24,17","17,17,17,24,17,17,17,17,17,17,17,17,17,17,17,24,24,24,17,17,17,17,24,17,17,17,17,24,17,17,17,17,24,17,17,17,24,17,17,17,17,17,17,24,17,17,17"
1109,Stage1,28.62,,,,,,,,"4,0,12",,,
1109,Stage2,28.62,23.21,,,,,,,"4,0,12",0,,
1109,PowerOpt,28.62,23.21,23.21,,,,"189.55,48.09,6.77,5.91,2.14,1.75,0.61,0.49,0.21,0.12,0.10,0.08,0.06,0.02,0.02,0.01","2.99,0.01,0.00","4,0,12",0,,
1109,Stage3,28.62,23.21,23.21,23.09,,,,,"4,0,12",0,24,
1109,Stage3_PowerOpt,28.62,23.21,23.21,,23.09,,"47.42,11.98,1.68,1.50,0.53,0.44,0.15,0.12,0.05,0.03,0.03,0.02,0.02","2.99,0.01,0.00","4,0,12",0,24,
1109,Stage4,28.62,23.21,23.21,,23.09,6.43;11.82;12.98;14.01;14.88;15.62;16.26;16.86;17.28;17.54;17.77;17.98;18.20;18.41;18.63;18.89;19.12;19.28;19.42;19.55;19.67;19.80;19.93;20.09;20.23;20.34;20.44;20.53;20.61;20.70;20.79;20.90;21.01;21.10;21.18;21.25;21.31;21.38;21.45;21.54;21.64;21.72;21.79;21.84;21.91;21.96,,,"4,0,12",0,24,"24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24"
1127,Stage1,22.66,,,,,,,,"0,11",,,
1127,Stage2,22.66,19.34,,,,,,,"0,11",12,,
1127,PowerOpt,22.66,19.34,19.34,,,,"68.36,52.27,33.77,15.36,13.70,9.82,7.75,7.19,5.16,4.49,4.30,3.88,3.27,2.73,2.68,2.16,1.77,1.54,1.46,1.32,1.23,1.13,1.05,0.83,0.82,0.76,0.72,0.66,0.58,0.56,0.51,0.49,0.41,0.36,0.31,0.29,0.26,0.25,0.22,0.19,0.17,0.15,0.14,0.13,0.09,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01","1.95,0.05","0,11",12,,
1127,Stage3,22.66,19.34,19.34,19.60,,,,,"0,11",12,39,
1127,Stage3_PowerOpt,22.66,19.34,19.34,,19.60,,"9.79,9.39,8.45,6.93,5.74,5.08,2.87,2.64,1.58,1.50,1.31,0.91,0.76,0.70,0.66,0.59,0.56,0.54,0.50,0.44,0.33,0.31,0.29,0.26,0.23,0.21,0.18,0.15,0.15,0.12,0.10,0.09,0.08,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01","1.95,0.05","0,11",12,39,
1127,Stage4,22.66,19.34,19.34,,19.60,9.44;10.87;11.86;12.61;13.17;13.57;13.92;14.27;14.36;14.54;14.76;14.97;15.18;15.40;15.64;15.86;15.93;16.05;16.19;16.32;16.45;16.60;16.76;16.91;16.97;17.07;17.16;17.25;17.35;17.46;17.59;17.69;17.75;17.82;17.90;17.96;18.04;18.13;18.23;18.31;18.36;18.42;18.48;18.54;18.60;18.68,,,"0,11",12,39,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
1128,Stage1,22.59,,,,,,,,15,,,
1128,Stage2,22.59,16.90,,,,,,,15,15,,
1128,PowerOpt,22.59,16.90,16.90,,,,"102.48,47.65,39.26,16.48,15.52,11.32,4.90,4.17,3.22,1.91,1.57,1.30,0.98,0.75,0.64,0.63,0.40,0.36,0.33,0.29,0.26,0.22,0.21,0.17,0.12,0.11,0.10,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01",1.00,15,15,,
1128,Stage3,22.59,16.90,16.90,16.99,,,,,15,15,39,
1128,Stage3_PowerOpt,22.59,16.90,16.90,,16.99,,"14.17,8.64,7.17,4.96,4.39,3.99,3.72,3.39,2.29,1.89,1.61,1.49,1.15,0.87,0.75,0.51,0.48,0.38,0.33,0.30,0.26,0.20,0.16,0.13,0.12,0.10,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.01",1.00,15,15,39,
1128,Stage4,22.59,16.90,16.90,,16.99,9.09;10.69;11.76;12.53;13.10;13.50;13.77;13.94;14.00;14.11;14.26;14.44;14.62;14.77;14.89;14.96;14.99;15.06;15.15;15.25;15.36;15.45;15.52;15.56;15.59;15.63;15.70;15.78;15.85;15.91;15.96;15.98;16.01;16.05;16.10;16.16,,,15,15,39,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
1129,Stage1,25.83,,,,,,,,15,,,
1129,Stage2,25.83,16.92,,,,,,,15,15,,
1129,PowerOpt,25.83,16.92,16.92,,,,"65.18,53.19,30.45,21.99,20.84,18.27,13.46,9.28,5.91,4.65,3.46,2.24,1.75,1.18,0.91,0.67,0.55,0.40,0.31,0.26,0.22,0.18,0.12,0.08,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01",1.00,15,15,,
1129,Stage3,25.83,16.92,16.92,16.92,,,,,15,15,39,
1129,Stage3_PowerOpt,25.83,16.92,16.92,,16.92,,"22.03,11.58,6.86,5.25,4.37,3.40,2.71,2.38,1.46,1.18,0.64,0.51,0.47,0.27,0.21,0.16,0.14,0.10,0.08,0.07,0.06,0.04,0.02,0.01",1.00,15,15,39,
1129,Stage4,25.83,16.92,16.92,,16.92,9.19;10.65;11.61;12.32;12.86;13.28;13.59;13.81;13.89;14.00;14.14;14.31;14.47;14.62;14.75;14.85;14.89;14.96;15.05;15.14;15.24;15.33;15.40;15.46;15.50;15.55;15.61;15.68;15.75;15.81;15.86;15.90;15.93;15.97;16.02;16.07,,,15,15,39,"39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39"
1130,Stage1,35.25,,,,,,,,"0,8",,,
1130,Stage2,35.25,26.15,,,,,,,"0,8",12,,
1130,PowerOpt,35.25,26.15,26.15,,,,"181.99,48.19,17.38,5.93,2.02,0.26,0.15,0.03","1.99,0.01","0,8",12,,
1130,Stage3,35.25,26.15,26.15,25.40,,,,,"0,8",12,"39,56",
1130,Stage3_PowerOpt,35.25,26.15,26.15,,25.40,,"44.70,12.77,4.31,1.64,0.49,0.06,0.03","1.99,0.01","0,8",12,"39,56",
1130,Stage4,35.25,26.15,26.15,,25.40,8.65;13.12;15.08;16.37;17.40;18.16;18.68;19.20;19.57;19.84;20.14;20.45;20.72;20.96;21.16;21.35;21.56;21.72;21.90;22.10;22.28;22.43;22.56;22.68;22.81;22.92;23.05;23.18;23.31;23.41;23.50;23.59;23.70;23.78;23.88;23.98;24.07;24.15,,,"0,8",12,"39,56","39,56,39,56,39,56,39,56,56,39,39,39,39,56,56,56,56,56,39,39,39,39,56,56,56,56,39,39,39,39,56,56,56,56,39,39,39,39"
1131,Stage1,37.08,,,,,,,,"0,15",,,
1131,Stage2,37.08,27.25,,,,,,,"0,15",12,,
1131,PowerOpt,37.08,27.25,27.25,,,,"159.58,63.02,26.70,3.49,2.49,0.42,0.16,0.06,0.01","2.00,0.00","0,15",12,,
1131,Stage3,37.08,27.25,27.25,26.53,,,,,"0,15",12,"39,56,31,56,31",
1131,Stage3_PowerOpt,37.08,27.25,27.25,,26.53,,"40.56,14.52,7.11,0.96,0.69,0.10,0.04,0.01","2.00,0.00","0,15",12,"39,56,31,56,31",
1131,Stage4,37.08,27.25,27.25,,26.53,8.52;13.29;15.81;17.15;18.46;19.24;19.82;20.36;20.73;20.98;21.31;21.68;22.01;22.26;22.50;22.71;22.89;23.04;23.21;23.40;23.58;23.73;23.88;24.00;24.13;24.24;24.36;24.49;24.61;24.72;24.81;24.90;24.99;25.07;25.17;25.28,,,"0,15",12,"39,56,31,56,31","31,56,31,56,31,56,31,56,56,56,31,31,31,31,56,56,56,56,31,31,31,31,56,56,56,56,31,31,31,56,56,56,56,56,31,31"
1132,Stage1,38.79,,,,,,,,4,,,
1132,Stage2,38.79,16.66,,,,,,,4,4,,
1132,PowerOpt,38.79,16.66,16.66,,,,"117.91,80.57,24.36,15.21,9.57,3.68,1.63,1.31,1.13,0.19,0.12,0.11,0.09,0.03,0.01",1.00,4,4,,
1132,Stage3,38.79,16.66,16.66,15.96,,,,,4,4,"25,33,25,25,33",
1132,Stage3_PowerOpt,38.79,16.66,16.66,,15.96,,"37.23,15.07,5.80,3.17,1.23,0.80,0.28,0.20,0.14,0.03,0.02,0.02,0.01",1.00,4,4,"25,33,25,25,33",
1132,Stage4,38.79,16.66,16.66,,15.96,8.21;10.56;11.21;11.70;12.07;12.39;12.65;12.88;13.06;13.21;13.33;13.45;13.56;13.67;13.78;13.89;13.98;14.07;14.14;14.21;14.28;14.34;14.42;14.49;14.55;14.61;14.66;14.71;14.76;14.81;14.86;14.92;14.96;15.01;15.05;15.09;15.12;15.16,,,4,4,"25,33,25,25,33","33,25,33,25,33,25,25,33,33,33,25,25,33,25,25,33,33,33,25,33,25,25,25,25,33,33,33,25,25,33,25,25,25,33,33,33,25,25"
1133,Stage1,33.27,,,,,,,,"4,0,9",,,
1133,Stage2,33.27,28.85,,,,,,,"4,0,9",4,,
1133,PowerOpt,33.27,28.85,28.85,,,,"118.62,69.88,32.49,22.94,5.37,5.28,0.49,0.48,0.29,0.08,0.01","2.97,0.03,0.00","4,0,9",4,,
1133,Stage3,33.27,28.85,28.85,26.48,,,,,"4,0,9",4,"25,33,25,33,25",
1133,Stage3_PowerOpt,33.27,28.85,28.85,,26.48,,"38.80,10.69,7.57,4.78,1.05,0.85,0.10,0.09,0.05,0.01","2.97,0.03,0.00","4,0,9",4,"25,33,25,33,25",
1133,Stage4,33.27,28.85,28.85,,26.48,8.84;12.97;14.53;15.65;16.51;17.24;17.84;18.42;18.86;19.16;19.43;19.67;19.93;20.19;20.45;20.77;21.03;21.22;21.39;21.55;21.72;21.88;22.06;22.28;22.47;22.61;22.74;22.86;22.98;23.11;23.25;23.42;23.57;23.69;23.79;23.90;24.00;24.10;24.22;24.36;24.49;24.59;24.68;24.77;24.85;24.94;25.04;25.16,,,"4,0,9",4,"25,33,25,33,25","33,25,33,25,33,25,33,25,25,33,25,33,25,33,25,33,25,33,25,33,25,25,33,25,25,33,25,33,25,33,33,25,25,25,33,25,25,25,33,33,25,25,33,25,25,33,25,33"
1134,Stage1,29.94,,,,,,,,4,,,
1134,Stage2,29.94,16.25,,,,,,,4,0,,
1134,PowerOpt,29.94,16.25,16.25,,,,"196.55,51.25,7.16,0.86,0.10,0.02",1.00,4,0,,
1134,Stage3,29.94,16.25,16.25,16.25,,,,,4,0,"33,32,33",
1134,Stage3_PowerOpt,29.94,16.25,16.25,,16.25,,"50.02,11.90,1.78,0.25,0.03",1.00,4,0,"33,32,33",
1134,Stage4,29.94,16.25,16.25,,16.25,8.11;10.65;11.39;11.93;12.35;12.70;12.99;13.24;13.43;13.56;13.68;13.79;13.90;14.01;14.13;14.24;14.34;14.42;14.48;14.55;14.61;14.68;14.75;14.83;14.89;14.95;14.99;15.04;15.09;15.13;15.19;15.24;15.29;15.33;15.37;15.41;15.44,,,4,0,"33,32,33","32,33,33,33,32,32,33,33,32,33,33,33,33,33,32,33,32,33,33,33,33,33,32,32,32,32,33,32,32,33,33,32,32,33,32,33,33"
1135,Stage1,27.44,,,,,,,,"4,0,12",,,
1135,Stage2,27.44,22.48,,,,,,,"4,0,12",4,,
1135,PowerOpt,27.44,22.48,22.48,,,,"221.65,31.26,1.57,1.06,0.26,0.08,0.04,0.01,0.01","2.99,0.01,0.00","4,0,12",4,,
1135,Stage3,27.44,22.48,22.48,21.63,,,,,"4,0,12",4,33,
1135,Stage3_PowerOpt,27.44,22.48,22.48,,21.63,,"55.69,7.86,0.39,0.02,0.02","2.99,0.01,0.00","4,0,12",4,33,
1135,Stage4,27.44,22.48,22.48,,21.63,6.60;11.57;12.53;13.37;14.14;14.81;15.42;15.98;16.34;16.57;16.74;16.90;17.08;17.27;17.50;17.77;17.98;18.11;18.22;18.31;18.42;18.53;18.68;18.86;19.00;19.10;19.17;19.25;19.32;19.41;19.51;19.65;19.76;19.83;19.89;19.95;20.01;20.07;20.16;20.27;20.36;20.42;20.47;20.52;20.56,,,"4,0,12",4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1136,Stage1,29.04,,,,,,,,4,,,
1136,Stage2,29.04,16.29,,,,,,,4,4,,
1136,PowerOpt,29.04,16.29,16.29,,,,"212.37,38.66,3.50,0.99,0.20,0.16,0.03,0.02,0.01",1.00,4,4,,
1136,Stage3,29.04,16.29,16.29,16.31,,,,,4,4,33,
1136,Stage3_PowerOpt,29.04,16.29,16.29,,16.31,,"53.42,9.62,0.88,0.04,0.01",1.00,4,4,33,
1136,Stage4,29.04,16.29,16.29,,16.31,7.99;10.76;11.48;12.01;12.42;12.76;13.05;13.30;13.49;13.63;13.75;13.86;13.96;14.07;14.18;14.30;14.40;14.48;14.55;14.61;14.67;14.74;14.81;14.89;14.95;15.01;15.05;15.10;15.14;15.19;15.24;15.30;15.35;15.39;15.43;15.47;15.50,,,4,4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1137,Stage1,32.73,,,,,,,,"4,0,0",,,
1137,Stage2,32.73,27.89,,,,,,,"4,0,0",4,,
1137,PowerOpt,32.73,27.89,27.89,,,,"200.50,45.43,6.53,2.73,0.59,0.10,0.05,0.01","2.97,0.03,0.00","4,0,0",4,,
1137,Stage3,32.73,27.89,27.89,27.91,,,,,"4,0,0",4,33,
1137,Stage3_PowerOpt,32.73,27.89,27.89,,27.91,,"50.15,11.42,1.59,0.65,0.14,0.03,0.01","2.97,0.03,0.00","4,0,0",4,33,
1137,Stage4,32.73,27.89,27.89,,27.91,10.57;14.09;16.14;17.58;18.60;19.35;19.96;20.55;21.00;21.23;21.46;21.72;21.96;22.17;22.39;22.68;22.96;23.11;23.25;23.41;23.57;23.71;23.85;24.07;24.26;24.37;24.48;24.59;24.71;24.82;24.93;25.10;25.25;25.34;25.43;25.52;25.62;25.72;25.81;25.95;26.08;26.16;26.23;26.31;26.39;26.46;26.55,,,"4,0,0",4,33,"33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33"
1138,Stage1,38.13,,,,,,,,5,,,
1138,Stage2,38.13,16.50,,,,,,,5,9,,
1138,PowerOpt,38.13,16.50,16.50,,,,"179.93,46.54,19.57,4.42,4.03,0.75,0.43,0.09,0.06,0.04,0.02,0.02,0.01",1.00,5,9,,
1138,Stage3,38.13,16.50,16.50,16.23,,,,,5,9,58,
1138,Stage3_PowerOpt,38.13,16.50,16.50,,16.23,,"45.03,11.69,4.84,1.10,0.99,0.18,0.10,0.02,0.01",1.00,5,9,58,
1138,Stage4,38.13,16.50,16.50,,16.23,8.16;10.56;11.31;11.86;12.29;12.65;12.94;13.19;13.36;13.50;13.61;13.73;13.84;13.95;14.07;14.19;14.28;14.35;14.42;14.48;14.55;14.62;14.70;14.77;14.83;14.88;14.93;14.98;15.03;15.08;15.14;15.19;15.24;15.28;15.31;15.35;15.39;15.43,,,5,9,58,"58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58"
1139,Stage1,42.66,,,,,,,,5,,,
1139,Stage2,42.66,16.61,,,,,,,5,9,,
1139,PowerOpt,42.66,16.61,16.61,,,,"153.07,38.89,23.81,14.86,12.12,4.03,2.49,1.89,1.83,1.02,0.78,0.21,0.16,0.12,0.09,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01",1.00,5,9,,
1139,Stage3,42.66,16.61,16.61,16.23,,,,,5,9,58,
1139,Stage3_PowerOpt,42.66,16.61,16.61,,16.23,,"45.35,11.44,3.61,0.98,0.75,0.65,0.48,0.27,0.20,0.11,0.06,0.03,0.03,0.02",1.00,5,9,58,
1139,Stage4,42.66,16.61,16.61,,16.23,8.12;10.66;11.42;11.96;12.37;12.69;12.95;13.17;13.37;13.52;13.64;13.76;13.87;13.98;14.08;14.19;14.29;14.38;14.45;14.52;14.58;14.65;14.72;14.79;14.85;14.91;14.96;15.01;15.06;15.11;15.16;15.21;15.26;15.30;15.34;15.38;15.42,,,5,9,58,"58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58"
1140,Stage1,45.53,,,,,,,,5,,,
1140,Stage2,45.53,16.52,,,,,,,5,5,,
1140,PowerOpt,45.53,16.52,16.52,,,,"150.24,53.54,17.01,11.43,6.81,4.72,2.51,2.40,1.95,1.87,0.95,0.64,0.58,0.29,0.25,0.16,0.13,0.12,0.10,0.05,0.05,0.04,0.03,0.03,0.01,0.01,0.01",1.00,5,5,,
1140,Stage3,45.53,16.52,16.52,16.29,,,,,5,5,17,
1140,Stage3_PowerOpt,45.53,16.52,16.52,,16.29,,"44.93,15.86,1.41,0.74,0.30,0.28,0.19,0.10,0.04,0.04,0.04,0.03,0.01,0.01",1.00,5,5,17,
1140,Stage4,45.53,16.52,16.52,,16.29,8.08;10.72;11.45;11.98;12.39;12.73;13.01;13.25;13.45;13.60;13.72;13.83;13.93;14.04;14.14;14.26;14.36;14.44;14.51;14.58;14.64;14.70;14.77;14.84;14.92;14.97;15.02;15.07;15.11;15.16;15.21;15.26;15.32;15.36;15.40;15.44;15.47,,,5,5,17,"17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17"
1141,Stage1,50.59,,,,,,,,5,,,
1141,Stage2,50.59,16.64,,,,,,,5,5,,
1141,PowerOpt,50.59,16.64,16.64,,,,"138.57,71.16,11.36,11.08,7.85,5.79,4.35,2.44,0.82,0.48,0.47,0.37,0.32,0.15,0.14,0.11,0.11,0.10,0.10,0.05,0.04,0.03,0.02,0.02,0.02",1.00,5,5,,
1141,Stage3,50.59,16.64,16.64,16.50,,,,,5,5,17,
1141,Stage3_PowerOpt,50.59,16.64,16.64,,16.50,,"37.68,19.36,3.00,2.13,1.32,0.17,0.09,0.08,0.06,0.03,0.03,0.01",1.00,5,5,17,
1141,Stage4,50.59,16.64,16.64,,16.50,8.07;10.78;11.56;12.12;12.55;12.90;13.19;13.43;13.61;13.75;13.88;13.99;14.10;14.21;14.32;14.43;14.53;14.61;14.69;14.75;14.82;14.89;14.96;15.03;15.10;15.15;15.20;15.25;15.30;15.35;15.40;15.45;15.51;15.55;15.59;15.63;15.67;15.71,,,5,5,17,"17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17"
1142,Stage1,39.62,,,,,,,,5,,,
1142,Stage2,39.62,16.36,,,,,,,5,5,,
1142,PowerOpt,39.62,16.36,16.36,,,,"208.91,24.14,7.16,5.66,5.32,3.30,0.58,0.39,0.18,0.07,0.05,0.05,0.04,0.03,0.02,0.01,0.01",1.00,5,5,,
1142,Stage3,39.62,16.36,16.36,16.11,,,,,5,5,17,
1142,Stage3_PowerOpt,39.62,16.36,16.36,,16.11,,"54.70,6.12,1.57,1.47,0.11,0.01",1.00,5,5,17,
1142,Stage4,39.62,16.36,16.36,,16.11,8.08;10.62;11.33;11.85;12.26;12.58;12.86;13.09;13.29;13.43;13.55;13.66;13.77;13.87;13.98;14.09;14.19;14.28;14.34;14.41;14.47;14.54;14.60;14.67;14.75;14.80;14.85;14.90;14.94;14.99;15.04;15.09;15.15;15.19;15.23;15.26;15.30;15.34,,,5,5,17,"17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17"
1143,Stage1,42.91,,,,,,,,"5,9",,,
1143,Stage2,42.91,27.71,,,,,,,"5,9",5,,
1143,PowerOpt,42.91,27.71,27.71,,,,"187.08,25.63,21.44,10.64,4.46,2.51,1.59,1.18,0.63,0.24,0.15,0.11,0.09,0.04,0.04,0.03,0.03,0.02,0.01","1.90,0.10","5,9",5,,
1143,Stage3,42.91,27.71,27.71,27.35,,,,,"5,9",5,9,
1143,Stage3_PowerOpt,42.91,27.71,27.71,,27.35,,"48.06,6.64,4.63,2.16,0.92,0.66,0.41,0.25,0.12,0.06,0.03,0.02","1.92,0.08","5,9",5,9,
1143,Stage4,42.91,27.71,27.71,,27.35,9.77;13.09;15.12;16.62;17.77;18.68;19.41;20.02;21.05;21.58;21.98;22.30;22.60;22.86;23.09;23.30;23.48;23.65;23.80;23.94;24.06;24.16;24.27;24.40;24.56;24.70;24.81;24.92;25.02;25.10;25.19;25.29;25.41;25.51;25.61;25.70;25.77;25.83;25.89;25.96;26.03,,,"5,9",5,9,"9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9"
1144,Stage1,40.16,,,,,,,,5,,,
1144,Stage2,40.16,16.48,,,,,,,5,5,,
1144,PowerOpt,40.16,16.48,16.48,,,,"189.76,42.24,8.76,5.89,4.38,2.10,1.30,0.51,0.44,0.19,0.15,0.10,0.07,0.05",1.00,5,5,,
1144,Stage3,40.16,16.48,16.48,16.53,,,,,5,5,9,
1144,Stage3_PowerOpt,40.16,16.48,16.48,,16.53,,"47.30,10.76,2.23,1.43,1.07,0.53,0.30,0.12,0.11,0.04,0.03,0.02,0.02,0.01",1.00,5,5,9,
1144,Stage4,40.16,16.48,16.48,,16.53,8.03;10.76;11.51;12.05;12.48;12.83;13.13;13.37;13.57;13.72;13.85;13.96;14.08;14.19;14.30;14.41;14.51;14.60;14.67;14.75;14.82;14.89;14.96;15.04;15.10;15.16;15.21;15.26;15.31;15.36;15.42;15.48;15.52;15.57;15.61;15.65;15.68;15.72,,,5,5,9,"9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9"
1145,Stage1,38.56,,,,,,,,"0,5,0",,,
1145,Stage2,38.56,31.29,,,,,,,"0,5,0",4,,
1145,PowerOpt,38.56,31.29,31.29,,,,"202.02,42.48,3.57,2.94,1.47,0.93,0.78,0.50,0.38,0.27,0.20,0.09,0.07,0.06,0.06,0.03,0.02,0.02,0.01,0.01,0.01","2.98,0.02,0.00","0,5,0",4,,
1145,Stage3,38.56,31.29,31.29,29.85,,,,,"0,5,0",4,24,
1145,Stage3_PowerOpt,38.56,31.29,31.29,,29.85,,"50.77,10.80,0.96,0.74,0.29,0.18,0.09,0.07,0.03,0.02,0.02","2.98,0.02,0.00","0,5,0",4,24,
